,comment,compound,negative,neutral,positive,whether_pos_or_neg
3057,I love you ❤️❤️❤️❤️❤️❤️,0.6369,0.0,0.323,0.677,pos
3058,"Wow ... this is the worst cover song lately;
Still, she thanked her juniors for calling her ...",0.3818,0.159,0.581,0.26,pos
3059,Why does Kay keep doing fairy gestures? I can't see it because of its anti-magical power .. Seo Ji-soo is the center that Bae Yoon-jung was astonished.,0.3818,0.0,0.906,0.094,pos
3060,I'm scared of damping the beat itself,-0.4404,0.326,0.674,0.0,neg
3061,"3:34 No matter how much Seo Ji-soo said he was good at interpreting the gel, but he didn't interpret it very well.",0.5407,0.062,0.701,0.237,pos
3062,"I didn't know why this is so
But I saw Beerah girl
No way",-0.296,0.167,0.833,0.0,neg
3063,"But I can't really do it but your voice is so thin ㅋㅋ No thick, husky girl",-0.4932,0.176,0.824,0.0,neg
3064,"No ... We had four Bhagals filling the stage like that ...?
I will not swear Lovelyz who do not understand the concept and cannot digest it. Why can't I have lower jabs and stats than Beagirl? But pop ... Who would have put in some direc ... It's obvious that the producer and the engineer themselves misunderstood the song. How can I just let the pop of the aesthetic so arranged?",-0.1541,0.062,0.857,0.081,pos
3065,"By the way, fans seem to have decided to cuty, but I'll expect it .... I heard the original song.
Pop! I need to strengthen this Pa-ap This is not high treble",0.7345,0.0,0.819,0.181,pos
3066,"Six Senses and Lovelyz are a terrible hybrid.
I don't understand the concept of bibliography",-0.4767,0.205,0.795,0.0,neg
3067,"Still, Ji-su Su's got me a cup.",0.0,0.0,1.0,0.0,neu
3068,Replying to @RussianSurvey,0.0,0.0,1.0,0.0,neu
3069,4:54 in the idol?,0.0,0.0,1.0,0.0,neu
3070,"If it's called Paap, it's like this",0.3612,0.0,0.706,0.294,pos
3071,4:26 Park Bom What does that mean?,0.0,0.0,1.0,0.0,neu
3072,4:26 Park Bom I don't have a soul ㅋㄹㅋㄹ ㅋㅅ ㅋㄱ ㅋㄹ ㅋㄹㅋㄹ ㅋㄹㅋㄹ ㅋㄹㄹ ㅋㄹㅋㄹ ㅋㄹㅋㄹ ㅋㄹㅋㄹ ㅋㅇ ㅋㄹㅋ ㅅㅋㄹ ㅋㅇㄹ ㅋㄹㅋㄹ ㄹ ㅋㄹ ㅋㄹㅋ,0.0,0.0,1.0,0.0,neu
3073,One hundred dancers behind the song best understood,0.6369,0.0,0.625,0.375,pos
3074,2:46 It's funny that only I am in the middle of Park Bom. ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.4404,0.0,0.828,0.172,pos
3075,0:28 Is it Bom Park?,0.0,0.0,1.0,0.0,neu
3076,"""Forever"" for other reasons",0.0,0.0,1.0,0.0,neu
3077,Bae Yoon Jung: (Static),0.0,0.0,1.0,0.0,neu
3078,"This stage should be listened with earphones
I can hear you better",0.4404,0.0,0.775,0.225,pos
3079,Ryu Soojung goes well with the rest of the song .... the rest of the songs don't go with this song.,0.2732,0.0,0.905,0.095,pos
3080,"Cody is amazing. Even before the song came out, it looks like Six Sense.",0.743,0.0,0.656,0.344,pos
3081,"1:18 That was all right
1:36 Here too
1:45 break
Window
K? I think elegant suits",0.4767,0.0,0.819,0.181,pos
3082,How are all the vocals and dances so cute and innocent? Only really cute kids,0.8859,0.0,0.536,0.464,pos
3083,"Guys, that's not it",0.0,0.0,1.0,0.0,neu
3084,4:36 Lee Mangi,0.0,0.0,1.0,0.0,neu
3085,It's hard to sing this song like this,0.2732,0.141,0.606,0.253,pos
3086,Stop it now ... man could be.,-0.296,0.268,0.732,0.0,neg
3087,I think Bae Yoon-jung was at Beagirl Six Sense.,0.0,0.0,1.0,0.0,neu
3088,"It's so bizarre and swearing that I'm looking for Lovelyz videos. As I wrote below, it was a group that consumed a lot of ses pinky images. Decadent and dark is hardly anything. Looking forward to the next stage and cheering. The most supportive idol these days is the Mammu side of the Queendom. In the past, the Pinkle Cover, or bright enough, it's an excellent group.",0.8194,0.065,0.771,0.165,pos
3089,2:12 I didn't know what Suh Ji Soo's expression looked like.,0.3612,0.0,0.783,0.217,pos
3090,Bae Yoon Jung: Do you want Kay Pop?,0.0772,0.0,0.843,0.157,pos
3091,2:59 Mimi's face = my face,0.0,0.0,1.0,0.0,neu
3092,Meme ❤️ 3:46,0.0,0.0,1.0,0.0,neu
3093,The kids you can't have reason for.,0.0,0.0,1.0,0.0,neu
3094,"I feel that this video report is a group of vocals, dancing and digesting images that are just made to digest concepts like s.e.s. s.e.s is not a song without power. It's just too dark and doesn't mix with this dark and deep concept.",0.3612,0.0,0.941,0.059,pos
3095,Why do you use your face like that?,0.3612,0.0,0.737,0.263,pos
3096,I'd rather kill killville.,-0.6908,0.61,0.39,0.0,neg
3097,I'd rather go with the song.,0.0,0.0,1.0,0.0,neu
3098,"Stop laughing at me, just as I commented below, let's just say 1. Constructive criticism?",-0.2263,0.264,0.57,0.166,neg
3099,0:42 So what did you expect this to be a terrible hybrid?,-0.4767,0.237,0.763,0.0,neg
3100,"Just .. suddenly anxious to come, but please criticize, but don't over ridicule .. I'm not a good friend, and the friends who have been singing hard and can't do it once .. You know, it's a horse",-0.1855,0.254,0.545,0.201,neg
3101,"October 28, Be A Girl Comeback ~",0.0,0.0,1.0,0.0,neu
3102,"This song won't wink
""I will kill you even if the eyeballs are pulled out."" Should feel",-0.6908,0.227,0.773,0.0,neg
3103,What are you doing there?,0.0,0.0,1.0,0.0,neu
3104,I'm good at Lovelyz ~ I hope it will be better in the future,0.8271,0.0,0.508,0.492,pos
3105,4:07 Gracia ~,0.0,0.0,1.0,0.0,neu
3106,"Thank you for your interest in the cover stage going on for about a month ^ ^ I'm criticizing the comments you leave ~ ㅋㅋ Please think about it
Didn't you see and feel the Sully Affliction case yesterday?
You guys are all four nets. Stop it.",0.4404,0.116,0.73,0.154,pos
3107,The youngest celebrity makes up for it alone.,-0.25,0.222,0.778,0.0,neg
3108,"Yoo Ji-ae's baby voice + Jeong Ye-in's Korean book pronunciation + Kay's pretty chuck is not too much surged than Cola's cola, but it looks like that, but it's just because he lacks his skills. If you gave me a Papa member, you wouldn't have heard that much. And what kind of part of Kay can't touch her head? Seriously",0.5106,0.033,0.879,0.087,pos
3109,Why do you keep winking?,0.0,0.0,1.0,0.0,neu
3110,"It's the most powerful and powerful song ever, and it's the same song and concept that it's like. It's a level of blasphemy about the original song.",0.8746,0.0,0.667,0.333,pos
3111,Pahab ~,0.0,0.0,1.0,0.0,neu
3112,I wasn't the only one who felt that way ... I could have shown a whole new look with the song of Om girl. I don't know why I'm in a hurry to get away from this innocence. I think I'm just trying to get out of innocence. Like Achu and this sixth sense .. This expression has a cute expression of baby's voice. What's lovely about Lovelyz's identity is innocence. Is there anything that doesn't fit into the mold that doesn't fit?,0.9335,0.047,0.751,0.202,pos
3113,Lovelyz seems to be too much of a song to digest. Just because clothes and facial expressions are similar to sexy and girl are not really like that. Now every member feels like playing separately. Lovelyz seems to have to start with their analysis first.,0.1397,0.093,0.802,0.104,pos
3114,"It's really our OMG girl cover song, but they're so sad and upset that they don't have a song. I'm so good and I'm so nice and tearful. I was so used to seeing Hyojung crying in the last secret garden. Idols, ready-made people, well-deserved people who are well worth it.",0.154,0.191,0.596,0.213,pos
3115,"This is just .... singing dance skills not like this, but the overall production is not good .... ㅠㅠ
Idol who can only do it, stage planning, strategy, song analysis, etc. are inferior to other groups.
+)) Towing Personal Stage Report
The personal stage was very fresh and good ~ The sad part of this stage was that they just came out of the decision making process and the towing performance stage was really nice. .haha",-0.3667,0.164,0.71,0.127,neg
3116,It's a lot of people because of the voting points. It's scary people.,-0.4939,0.225,0.775,0.0,neg
3117,"ㅋ ㅋㅋㅋ ㅋㅋㅋ 아진 짴 ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Song interpretation, I understood the concept aside.",0.0,0.0,1.0,0.0,neu
3118,"Amnet edited by an angel?
When I was producing, I edited Dulty like that",0.3612,0.0,0.815,0.185,pos
3119,"I'm trying to focus on vocals in Cayenne. Why the cabbage is so limited ... The tone is so limited, but in the pure innocence, K looks good, but at least in this song, Xavi must have been Jin or Crystal. I just don't play with the songs.",0.4947,0.111,0.755,0.134,pos
3120,Please stop this and get mentally ill.,-0.4019,0.442,0.354,0.204,neg
3121,"Why would you try to keep the clothes that suit you well and keep on keeping suiting your clothes? There are a few teams specialized in the girl crush sexy concept and performance in Queendom. It would have been .. I don't understand how to escape the image or try new things, but I've turned away from Lovelyz's own color twice.
It would have been much appreciated if I had arranged a song like Closure or the fifth season in the song of Oh My Girl with the lovely feelings of Lovelyz",0.9493,0.013,0.808,0.179,pos
3122,"I've been watching Lovelyz V App. To be honest, it seems like you're trying to win. It's also a process as if you're a SAT? Growth should have been a trainee;
And how would you be happy with the Six Senses stage? I didn't ask you that;
If the fans are satisfied with the Instagram, he said, stop it.
A feast of true horseback spirit; The stage was disappointing, but after that, the attitude of Lovelyz was more serious. It's like living in a fantasy group.",0.8915,0.061,0.73,0.209,pos
3123,You're really pure.,0.0,0.0,1.0,0.0,neu
3124,"The stage was also unfortunate, but a little rude I think .. Lovelyz had an omg hit song still remaining, but omg girl did not have a hit song, Achu, but even more difficult situation focused on showing their colors. The concept is the same all the time, saying that it's going to be 6th if you sing OHM Girl. And I'm so excited as I've been changing the songs. This doesn't mean he's hitting the sixth sense he picked up ...",-0.0721,0.101,0.811,0.087,neg
3125,Omgirl was a pity when I laughed to see if you should be professional or good .. ㅠ,0.5719,0.109,0.597,0.294,pos
3126,"I'm sorry, but I think Lovelyz's concept overlaps with them, so I'm trying to align my identity with Queendom. Why don't Lovelyz try to beat their concept ...",-0.0387,0.042,0.958,0.0,neg
3127,Authentic depression treatment video,-0.5719,0.552,0.448,0.0,neg
3128,"Children don't call me Mr. Choo
You should do what you can in your concept line.
(+ Oh my god I like this ... Thank you ㅠ)",0.7269,0.0,0.764,0.236,pos
3129,"Did you do well? It's nice to hear, but it's better than putting it as a beggar.",0.743,0.0,0.64,0.36,pos
3130,Shake well ~,0.1027,0.447,0.0,0.553,pos
3131,Colfaap ~,0.0,0.0,1.0,0.0,neu
3132,But I keep seeing this,0.0,0.0,1.0,0.0,neu
3133,"K Paab ~ seems like a black history, like a Junkei goat.",0.6124,0.0,0.545,0.455,pos
3134,"I look back, but seeing the back dancer is more fun.",0.7086,0.0,0.648,0.352,pos
3135,The 30 seconds that B-girl showed for a while from my older brother are more impressive ..,0.5563,0.0,0.807,0.193,pos
3136,"How did you feel about this stage
I think it was a stage pretending to be pretty
To be honest, I only think about this
Isn't this wild and wild?
The makeup is pretending to be Everland and pretending to be pretty.",0.8979,0.0,0.704,0.296,pos
3137,This video is going to be a holy place,0.0,0.0,1.0,0.0,neu
3138,Oh my girl should have chosen a song to show the innocence of all ages ... I hoped to let the public know that the two groups have different lines of innocence.,0.7783,0.0,0.776,0.224,pos
3139,LOL,0.4215,0.0,0.0,1.0,pos
3140,"Aside from K Paap, Baby Vox Paap",0.0,0.0,1.0,0.0,neu
3141,You're habitually winking .....,0.0,0.0,1.0,0.0,neu
3142,I'm rather a banana allergic monkey.,-0.296,0.355,0.645,0.0,neg
3143,Journalists Don't mention this when you're at a comeback showcase.,0.0,0.0,1.0,0.0,neu
3144,I can't go beyond the original story.,0.3182,0.0,0.685,0.315,pos
3145,"Bae Yoonjung: Kay, do you want to be Pop?",0.0772,0.0,0.86,0.14,pos
3146,"No. If you look at the camera, you'll have a hand kiss, wink, and the camera says, ""If you look at this camera, have a hand kiss or wink?""",0.8689,0.061,0.608,0.331,pos
3147,"I don't mix the sound board when I sing a pop
Can't you call me a little harder?
It's uncomfortable to see me alone",-0.5165,0.194,0.806,0.0,neg
3148,Needlessly Intro,0.0,0.0,1.0,0.0,neu
3149,I keep seeing you ...,0.0,0.0,1.0,0.0,neu
3150,Why do I keep coming to see this ...,0.0,0.0,1.0,0.0,neu
3151,3:46 You help me so much.,0.4019,0.0,0.649,0.351,pos
3152,But it's addictive and keeps coming in because it's addictive.,0.0,0.0,1.0,0.0,neu
3153,I came to see girls,0.0,0.0,1.0,0.0,neu
3154,"ㅋ ㅋㅋㅋ At first, Park Bom ... Jung really
Spring's face is all right",0.0,0.0,1.0,0.0,neu
3155,"I have to sing this song powerfully.
Why do you think I'm going to call you all but a few?
3:47 I think he's the best. It's awkward.",0.7096,0.062,0.749,0.189,pos
3156,"After coordination: Coordination completion!
After the stage: ㅅ 꾸 I decorated like this?",0.4199,0.0,0.763,0.237,pos
3157,2:59 Facial expression ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
3158,"1:50 Yubin, you are so cute ...",0.5949,0.0,0.608,0.392,pos
3159,4:26 It's really creepy,0.0,0.0,1.0,0.0,neu
3160,3:25 seconds,0.0,0.0,1.0,0.0,neu
3161,2:42 Why are you with your lips? You're not like that or you're sticking out like a duck?,-0.5544,0.234,0.766,0.0,neg
3162,Lovelyz .. The Americas are too close .. Please come out ..,0.3182,0.0,0.827,0.173,pos
3163,2:04 4:49 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
3164,4:37 ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
3165,This video comes out when you crush or crush it on Youtube,-0.296,0.242,0.758,0.0,neg
3166,AOA expression is internal,0.0,0.0,1.0,0.0,neu
3167,There must have been a reason,0.0,0.0,1.0,0.0,neu
3168,This is a dog song ㅋㅋㅋ ... But this is not a pretty voice,-0.3875,0.193,0.807,0.0,neg
3169,I can't really feel it,0.0,0.0,1.0,0.0,neu
3170,3:38 Enter this video to see Yeshua,0.0,0.0,1.0,0.0,neu
3171,Except for one or two.,0.0,0.0,1.0,0.0,neu
3172,ㅎㅎㅎ ㅎㅎㅎ,0.0,0.0,1.0,0.0,neu
3173,3:35 big .. ;;,0.0,0.0,1.0,0.0,neu
3174,Ah .. ㅅㅂ Listening to the original song and listen to this is frustrating ;; It's a real song miss.,-0.296,0.197,0.702,0.101,neg
3175,"1:21
Original here
Even though I look at you from a distance",0.3182,0.0,0.796,0.204,pos
3176,Jean is so sexy !!,0.7141,0.0,0.447,0.553,pos
3177,앜 ㅋ ㅋㅋㅋ This is addictive but I keep seeing it,0.0,0.0,1.0,0.0,neu
3178,I know what it is and it comes every time I get on the feed.,0.0,0.0,1.0,0.0,neu
3179,Is this an addictive wink?,0.0,0.0,1.0,0.0,neu
3180,"Uh, it's important to reinterpret the song, but it's too comparable to the original song because I used the coordination and the song.",0.5187,0.0,0.821,0.179,pos
3181,"If you're going to be sexy, Ryu Soo-jung, Ji-soo, Lee promised",0.7096,0.0,0.604,0.396,pos
3182,I've heard rumors from the can. Haha !!,0.555,0.0,0.661,0.339,pos
3183,It was okay until 58 seconds.,0.2263,0.0,0.725,0.275,pos
3184,Come and see your baby! 3:40 It's scary!,-0.5837,0.351,0.649,0.0,neg
3185,"Everyone .. If you see this video for the first time, go out now ............. I started here and went to the Girls' Generation debut stage ..... ㄹ",0.0,0.0,1.0,0.0,neu
3186,Really not good,-0.3988,0.573,0.427,0.0,neg
3187,What did I see now?,0.0,0.0,1.0,0.0,neu
3188,What's wrong with you?,-0.4767,0.508,0.492,0.0,neg
3189,"One line summary
Feeling missing milk in a cafe latte",-0.1779,0.206,0.654,0.14,neg
3190,4:26 What does Park Bom's creepy mean?,0.0,0.0,1.0,0.0,neu
3191,"Your sister said no to riding grounds?
If you look at the stage of Six Senses",-0.296,0.128,0.872,0.0,neg
3192,I saw it again ..,0.0,0.0,1.0,0.0,neu
3193,4:54 Is it Minny Parton in the children's fire? Isn't it the same as following that part?,-0.4137,0.147,0.853,0.0,neg
3194,"Reeshan is more funny,",0.4927,0.0,0.484,0.516,pos
3195,You're listening to this and all the other music is boring.,-0.3182,0.187,0.813,0.0,neg
3196,kei pops well,0.2732,0.0,0.488,0.512,pos
3197,Ryu Soo-jung? I think he's good at the gel concept.,0.4404,0.0,0.734,0.266,pos
3198,"I don't think it's bad
I just thought that Six Senses was reinterpreted and arranged in a novel, cute, pretty and lovely way with Lovelyz style.
Just a lot of novelty ;;;;;;",0.9343,0.0,0.603,0.397,pos
3199,I can't sing. Look at the last high-pitched voices. But even AR AR ㅋ ㅋㅋㅋ It's not really a legendary song.,0.0,0.0,1.0,0.0,neu
3200,"Recruit, retribute your life or live hard.
I'm working on a one-off stage.",-0.1027,0.113,0.887,0.0,neg
3201,The index is clear.,0.3818,0.0,0.536,0.464,pos
3202,Ha ha ha,0.7351,0.0,0.0,1.0,pos
3203,"Kei's voice. Wink, etc. Gesture, but who keeps anesthesia on his face, there's no facial expression, so there's no charisma every time you look at the part. None I like this concept is also hard to look at the immiju, but after coming out of the end of the end can feel more relative, but the face is pure innocent, but there is no soul seems to hate to do .... ㅠ",-0.9276,0.211,0.752,0.037,neg
3204,"When you hit Lovelyz, the first thing that comes out is Lovelyz Six Sense.",0.0,0.0,1.0,0.0,neu
3205,"Park Bom and the children won this stage, no matter how much they think, it's a hell",-0.4588,0.288,0.508,0.203,neg
3206,"Looks like a lot more than necessary
Now stop the man behind the monitor.",0.0772,0.14,0.701,0.159,pos
3207,Lovelyz I originally wanted to listen to the concept song,0.0,0.0,1.0,0.0,neu
3208,Blank pop,0.0,0.0,1.0,0.0,neu
3209,Isco seems to be playing Drogba.,0.2023,0.0,0.735,0.265,pos
3210,"I'm really curious, why did Lovelyz sing a song that wasn't in the cover?",0.3804,0.0,0.822,0.178,pos
3211,"But the more you see, the better ...",0.4404,0.0,0.707,0.293,pos
3212,ㅎ,0.0,0.0,0.0,0.0,neu
3213,"Comments Do you feel anything so sweet?
What you guys do is the same as the Axler ㅋㅋㅋ ㅋㅋㅋ
A world that's freaked out only by young girls ;;;",0.3952,0.069,0.811,0.121,pos
3214,"Lovelyz couldn't cover her in two weeks
Lovelyz just touched the sanctuary.",0.0,0.0,1.0,0.0,neu
3215,"Hey, guys, this song should have been called with the power to split your cramps ... It's like a balloon that's too windy, it's powerless, and it sounds like a sound.",0.2023,0.094,0.76,0.146,pos
3216,"Oh, at least the Papa Papa should have been shared only with the three 벱 Sol Ryu Su Jin, but the high pitched sound is so soft that the K high is not a high pitched sound.",0.1779,0.0,0.951,0.049,pos
3217,"What's that thin Papa Papa?
I'm sorry. The voice is so pretty ... I do a song to save vocals",0.7915,0.055,0.635,0.31,pos
3218,"I'm terribly sorry ... but worse than BlackArch ;; It's a cover but it's a contest
I don't know what it is, but I feel a rush to reproduce the original song ... The vocal side doesn't really say anything but visually, it doesn't fit except modification.",-0.7442,0.204,0.737,0.059,neg
3219,"Except for Ryu Soo Jung, the voice is not very good with the song.",-0.3865,0.168,0.832,0.0,neg
3220,"The concept overlaps, but the two concepts are quite different .. Lovelyz is a strong diary showing a girl's diary Oh My Girl feels like a fairy tale story. ㅔ",0.8271,0.0,0.757,0.243,pos
3221,"I have more to say than rap.
But if you watched the stage with Kay Hwa, you did well. Why are you here?",0.2732,0.0,0.909,0.091,pos
3222,But I think it's a selection error. This song is very impressive when I pop it.,0.2247,0.156,0.636,0.208,pos
3223,"Two minutes and five seconds of Park Bom Reaction and Lovely's Six Sense Version about four minutes and 55 seconds on Idle Fire Version on Queen's Youth Crazy; I was dancing 2NE1 Fire, but I also put it in the Lovelyz video,",-0.4767,0.121,0.879,0.0,neg
3224,"I first heard a song called Six Senses here and I just wanted to sing this song, but because I listened to the original song, China 넼 ㅋ ㅋㅋㅋ ㅋㅋㅋ",0.4497,0.0,0.886,0.114,pos
3225,"Some other participants reinterpreted the existing songs and changed the concept to suit their group.Lovelyz brought all the clothes, concept, atmosphere, and choreography of Six Sense. Only adds intros and danves to their sixth sense",0.0,0.0,1.0,0.0,neu
3226,"If Kay is a top-ranked mebo, he's going to have to rub his hair on the asphalt.",0.0,0.0,1.0,0.0,neu
3227,Oh my girl reaction sincere so it hurts,-0.1725,0.28,0.497,0.224,neg
3228,This is not a song that laughs at all. I don't think I saw the original stage.,-0.0844,0.155,0.709,0.136,neg
3229,3:40 Why are you so scared? Are you fucking Meg?,-0.625,0.313,0.687,0.0,neg
3230,"I think I have to do a lot of music study ... I look up a lot of materials, monitor, study concepts a lot, and I also refer to a lot of overseas singers' stages to know what they are good at and what are their strengths. It's not going to happen in the morning, but ... Change or hire someone who is responsible for the idea concept.",0.6956,0.0,0.894,0.106,pos
3231,Didn't you see the original song?,0.3182,0.0,0.685,0.315,pos
3232,"
Did you decide to be Meg?",0.0,0.0,1.0,0.0,neu
3233,"I think so.
That's because most of the audience didn't listen to the original song.
If not, how can you beat Park Bom and the children?
Or ... Amnet ...",0.3182,0.0,0.924,0.076,pos
3234,Nobody's going to dry this stage.,0.0,0.0,1.0,0.0,neu
3235,But how do you change the one from the beginning to the end ... The song and the dance are all the same ... Are there any members who have the ability to arrange arrangements or dances?,0.3182,0.0,0.94,0.06,pos
3236,Babel: ??? ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ What is this?,0.0,0.0,1.0,0.0,neu
3237,The back dancer was best understood.,0.6369,0.0,0.543,0.457,pos
3238,It's so funny to try to tell a good thing ..,0.7264,0.0,0.568,0.432,pos
3239,4:57 Behind the back dancers acting better,0.4404,0.0,0.674,0.326,pos
3240,It's not enough. I'm going to grow up with this machine. It's not that I'm trying to have fun with my fans. ㅋㅋ I'm sorry. It's a judgment error until the end. ㅋ There are a few members.,0.0772,0.102,0.814,0.084,neg
3241,"I don't know the number of Lovelyz members, but I think it would be better to form only members without dancers. No spirit, no impact, no voice, no power ㅡ ㅡ",-0.4777,0.301,0.534,0.165,neg
3242,"The genres these girls are best at
'Kpop'",0.6369,0.0,0.625,0.375,pos
3243,I thought it was a stage for a minute,0.0,0.0,1.0,0.0,neu
3244,"I believe that we will be a further developing group !! Everyone grows while learning !!
So please don't say more than ㅠ ㅠㅠㅠ degrees ㅎㅎㅎ You can get hurt",-0.4543,0.142,0.777,0.081,neg
3245,"It would have been better for Baby Soul or Jin to do this than Pop.
And the last treble part should have been changed.",0.4404,0.0,0.888,0.112,pos
3246,Kay's Strike Academic Orthodoxy,-0.128,0.333,0.667,0.0,neg
3247,Real a .. comments crazy .. come see comment ..,-0.34,0.231,0.769,0.0,neg
3248,"2:03 Solar Honor ㅌㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ
ㅇㅁㅇ 이정정 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.4939,0.0,0.775,0.225,pos
3249,4:48 Embarrassing itself,-0.3818,0.565,0.435,0.0,neg
3250,"I didn't really do it, but I keep seeing it ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.0,0.0,1.0,0.0,neu
3251,3:39 Miyeon (left) expression This is my expression looking at this,0.0,0.0,1.0,0.0,neu
3252,"It's so funny to read the comments, but the video ends, so I always watch it again",0.2724,0.0,0.877,0.123,pos
3253,"4:29
I think I know what Soyeon thinks so I'm more embarrassed",-0.469,0.254,0.746,0.0,neg
3254,Kay hand ... so much magical power ...,0.4939,0.0,0.686,0.314,pos
3255,"It's okay though
Misu Ryu",0.2263,0.0,0.678,0.322,pos
3256,3:46 Meow,0.0,0.0,1.0,0.0,neu
3257,This video comes out even if I search by Paap ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
3258,"Your face looks at 3:38
Neverland knows that you don't normally do that?",0.0,0.0,1.0,0.0,neu
3259,It was the last stage of the Lovelyz concert.,0.0,0.0,1.0,0.0,neu
3260,It doesn't look very well but it's strangely attractive .. ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.1367,0.225,0.574,0.201,neg
3261,Please get in Rain's car.,0.3182,0.0,0.635,0.365,pos
3262,"K Originally, the treble and voice itself are clear like beads, so it doesn't go well with Six Sense. I can't sing .. ""Paap ~!""
The original song is hard hitting and going up, but this time it's kind of annoying ... 쪕",-0.3996,0.149,0.738,0.113,neg
3263,The k-part is letting the heat brush ...,0.0,0.0,1.0,0.0,neu
3264,LOL,0.4215,0.0,0.0,1.0,pos
3265,1:42 breaking,0.0,0.0,1.0,0.0,neu
3266,* Wave ~ hop ♡ *,0.0,0.0,1.0,0.0,neu
3267,Only the first part was good,0.4404,0.0,0.633,0.367,pos
3268,"These days
After seeing B-girl Six,
I'm seeing B-girl again and I'm stuck in the memory loop.",-0.25,0.111,0.889,0.0,neg
3269,~~,0.0,0.0,1.0,0.0,neu
3270,Is this an idol?,0.0,0.0,1.0,0.0,neu
3271,One wave pressure per day,-0.296,0.355,0.645,0.0,neg
3272,Ground bread cage,0.0,0.0,1.0,0.0,neu
3273,I'll see you again soon ~ ♡♡ ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Papa ♡,0.0,0.0,1.0,0.0,neu
3274,"No matter how I improved it, I wouldn't have sweared this much.",0.25,0.164,0.522,0.313,pos
3275,"ㅋㅋ ㅋㅋㅋ While listening to the introduction, it's just okay.",0.2263,0.0,0.826,0.174,pos
3276,"ㅋ ㅋㅋㅋ ㅋㅋㅋ While I was preparing the song, did you not understand the concept? Are you kidding me ?? The overall perfection was too low and it was a lovely crush, but I really broke it.",-0.3776,0.186,0.667,0.147,neg
3277,The choreography is so sexy because of the sixth sense?,0.656,0.0,0.673,0.327,pos
3278,I don't want to kiss my yellow hair,-0.3724,0.415,0.585,0.0,neg
3279,The surge number here is the best match for this concept.,0.6705,0.0,0.621,0.379,pos
3280,What's so different? What's this?,0.0,0.0,1.0,0.0,neu
3281,"I'm done, call me to you in Queendom.",0.0,0.0,1.0,0.0,neu
3282,Stop winking ...,-0.296,0.524,0.476,0.0,neg
3283,The only child that suits you is the Americas.,0.0,0.0,1.0,0.0,neu
3284,Seo Ji-soo only works well,0.2732,0.0,0.656,0.344,pos
3285,Every day to see the introduction of Ryu Sujeong,0.0,0.0,1.0,0.0,neu
3286,Why do eagles in the Americas Gracia?,0.0,0.0,1.0,0.0,neu
3287,Isn't it really me?,0.0,0.0,1.0,0.0,neu
3288,Don't follow B.A. Girl Class without Klastlim.,0.0,0.0,1.0,0.0,neu
3289,"I want to go to Lovelyz, but I'm being denied to this stage How do I do this?",-0.5719,0.203,0.737,0.061,neg
3290,The best bibliography is the best,0.8555,0.0,0.323,0.677,pos
3291,"The song is a war song, and you want to surrender the enemy with the son kiss, smile, and wink?",-0.4215,0.264,0.5,0.236,neg
3292,I haven't seen it yet. I'm ashamed of just commenting:,-0.4767,0.279,0.721,0.0,neg
3293,"Even if the concept doesn't fit
I don't think I understand the song at all
What are the passers-by shielding this one? ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ
Is it bad that you can't do it?",-0.7158,0.171,0.829,0.0,neg
3294,See you again,0.0,0.0,1.0,0.0,neu
3295,I think I just understood the index.,0.0,0.0,1.0,0.0,neu
3296,This is a crazy subtitle,-0.34,0.444,0.556,0.0,neg
3297,"No
https://youtu.be/h8qqt0xddk4 This is from 3 minutes and 7 seconds and I can't understand why Kay called it with that tone.",-0.296,0.115,0.885,0.0,neg
3298,K ... why do you keep on winking?,0.0,0.0,1.0,0.0,neu
3299,Isn't it like Lovelyz and Mama debut year? But I can't understand the concept more than Mamamu and 1 year old children.,-0.2755,0.1,0.9,0.0,neg
3300,"It 's been a month since this stage, and the comments are crazy.",-0.34,0.179,0.821,0.0,neg
3301,Lovelyz Destiny seized for two years,0.0,0.0,1.0,0.0,neu
3302,✨Birgirl sisters comeback on October 28th ✨,0.0,0.0,1.0,0.0,neu
3303,To summarize: just take this chance and cover what you want to do,0.3716,0.0,0.756,0.244,pos
3304,"Honestly, there are very few comments here. But I think they'll take it as bad.",-0.128,0.189,0.649,0.162,neg
