,comment,compound,negative,neutral,positive,whether_pos_or_neg
4936,Oh.. Free concert there.. I'm blessed,0.802,0.0,0.357,0.643,pos
4937,I want to be the floor they step on. Please.,0.3818,0.0,0.66,0.34,pos
4938,Some parts of this performance strangely match kokobop ,-0.296,0.239,0.761,0.0,neg
4939,Ok no wonder they won,0.5719,0.218,0.198,0.584,pos
4940,ARTE¡!!!!¡¡¡,0.0,0.0,1.0,0.0,neu
4941,"Just want to let you guys Mamamoo just pull 80% on this performance, they havent show Solar poll or even Hwasa's legendary clothes. Eventually they already pull out Moonbyul 'chained guys' on this performance. Welp same like Wheein, (btw I love her long hair I cant event talk about it) Overall, mamamoo talents doesnt have an ending. They can pull of so much genre in the next episode.",0.875,0.0,0.849,0.151,pos
4942,MAMAMOO SUPREMAS,0.0,0.0,1.0,0.0,neu
4943,momoos,0.0,0.0,1.0,0.0,neu
4944,Park bom è sconcertata,0.0,0.0,1.0,0.0,neu
4945,este performance fue demasiado aasiodjoiasjdoijsaoijas,0.0,0.0,1.0,0.0,neu
4946,solAR s T O P iT adfshnfvbslhefbavekn,0.0,0.0,1.0,0.0,neu
4947,Each of them are amazing ❣️,0.5859,0.0,0.568,0.432,pos
4948,Goddess,0.0,0.0,1.0,0.0,neu
4949,"4:06 Mamamoo's lead vocal just sang the part of AOA' s lead rapper. What are you trying to say, ma'am?",0.0,0.0,1.0,0.0,neu
4950,What`s Up? 03:41 Solar figthing¡,0.0,0.0,1.0,0.0,neu
4951,their energy and talent is just on another level,0.5994,0.0,0.588,0.412,pos
4952,WOWWWWWW I LOVE THEM SO MUCH,0.6369,0.0,0.488,0.512,pos
4953,THAT SOLAR BOOB POP WAS UNEXPECTED YES QUEEN,0.4019,0.0,0.722,0.278,pos
4954,I love that they gave a nod to Jimin's Puss in there I haven't heard that rap in so long also found it funny when all of AOA turned to look at her at that part lol,0.872,0.0,0.758,0.242,pos
4955,Why Mamamoo only one perfomance? (G)idle Bom and Aoa 2 perfomances and presentation:c need more this girls,0.0,0.0,1.0,0.0,neu
4956,0:32 what happened to her nose :((,0.0,0.0,1.0,0.0,neu
4957,"""How many wigs, gay souls, ovaries are you gonna snatch in this performance?""
Mamamoo: ""YES.""",0.0,0.0,1.0,0.0,neu
4958,i c o n i c,0.0,0.0,0.0,0.0,neu
4959,Queen  ,0.0,0.0,1.0,0.0,neu
4960,西芳族。西方族,0.0,0.0,1.0,0.0,neu
4961,Oh ma gawd did solar just say that she's the top madam? I am shoook.,0.2023,0.0,0.878,0.122,pos
4962,This is originality at its best. Making a whole song and stage their own that you can't even recognise the original is artistry defined. Goddamn,0.5267,0.101,0.686,0.212,pos
4963,they even incorporated some rap from unpretty ;p,0.0,0.0,1.0,0.0,neu
4964,hwasaaaaaa. ..ughhhh,0.0,0.0,1.0,0.0,neu
4965,This performance is almost reaching the highest level! I can't believe this song is from AOA. It's almost a new song!,0.2711,0.0,0.896,0.104,pos
4966,*I'm so gay for Minhyuk oh sorry for Xiumin again sorry for Moonbyul* ,-0.1531,0.191,0.809,0.0,neg
4967,crazy fans 3:22,-0.34,0.545,0.455,0.0,neg
4968,1:51 4:09 ????,0.0,0.0,1.0,0.0,neu
4969,"Lol they owned the song! is this really a cover? dear stage floor, no trippin our solarshido aight?",0.6286,0.098,0.621,0.281,pos
4970,"With that look, Hwasa is two seconds away from drawing a gun and saying: ""give me your wallet, punk!"" :)",0.2244,0.106,0.749,0.145,pos
4971,Am i crazy or is hwasa actually wearing a durag??,-0.4137,0.283,0.717,0.0,neg
4972,"Did mnet really have to interrupt and repeat all those parts? I really didn't like the editing, they added a whole minute to mamamoo's performance. Why didn't they do it to other groups?",-0.661,0.157,0.843,0.0,neg
4973,"04:07 *FUN FACT:*
The reason why all AOA members looked at Jimin and Jimin went ""bitch, whaaaat?"" is because Solar rapped Jimin's UPRS winning song ""Puss"". Mamamoo really studied their homework well ",0.6705,0.0,0.845,0.155,pos
4974,hwasa,0.0,0.0,1.0,0.0,neu
4975,thee bestttt!!!!,0.0,0.0,1.0,0.0,neu
4976,do they have lyk a clean version of this performance?? w/o backstage reaction??? this is sooo fcking gooodd i wanna enjoy itt,0.782,0.0,0.724,0.276,pos
4977,BUENARDOOOO,0.0,0.0,1.0,0.0,neu
4978,hwasa ,0.0,0.0,1.0,0.0,neu
4979,圧倒的女王感(゜o゜;,0.0,0.0,1.0,0.0,neu
4980,0:18 4:28,0.0,0.0,1.0,0.0,neu
4981,this is my ninth time watching this  can't get enough of mamamoo help,0.4019,0.0,0.816,0.184,pos
4982, love them,0.6369,0.0,0.192,0.808,pos
4983,moonbyul making me question my sanity,0.0,0.0,1.0,0.0,neu
4984,Sad knetz disliking this video because they can't handle confident and sexy ladies putting on a charismatic performance ,-0.5615,0.329,0.532,0.139,neg
4985,Mamamoo is just perfect  k girl Group...,0.5719,0.0,0.575,0.425,pos
4986,"All is ok, they was excelent but I need to say that they had a error and this is a competition so the other groups have more advantage",-0.0027,0.118,0.731,0.151,pos
4987,so we're just gonna ignore how amazing wheein was in this?,0.3182,0.163,0.588,0.248,pos
4988,"QUEENS 
QUEENS 
QUEENS 
QUEENS  
         MAMAMOO ",0.0,0.0,1.0,0.0,neu
4989,Yo yo mamamoo,0.0,0.0,1.0,0.0,neu
4990,"=
wtf moonbyul mommy",-0.5859,0.655,0.345,0.0,neg
4991,that girl who almost died for screaming when byulie started rapping. .haha. . i feel you ate. . im.drooling. haha,-0.3906,0.249,0.618,0.132,neg
4992,"i know everyone is talking about hwasa but i swear i’m so gay for solar
edit: i’m new to mamamoo and before i commented this i had no bias but this video made solar my bias",-0.6486,0.207,0.793,0.0,neg
4993,Solars dress look like LE dress,0.3612,0.0,0.667,0.333,pos
4994,Hands up for Mamamoo! ,0.0,0.0,1.0,0.0,neu
4995,HWASAAAAA I'M DEVASTATED,-0.6124,0.667,0.333,0.0,neg
4996,LOOOOOL jimin looks so mad the whole time,-0.6269,0.37,0.63,0.0,neg
4997,Wow,0.5859,0.0,0.0,1.0,pos
4998,"Their reaction after wheein appeared they were like ""how can a puppy be this sexy""",0.7579,0.0,0.649,0.351,pos
4999,Mamamoo made their own I Got A Boy iconic!,0.0,0.0,1.0,0.0,neu
5000,Wow,0.5859,0.0,0.0,1.0,pos
5001,Amazing how Jimin does the same shocked/*lowkey* insulted expression at 1:51 and 4:09,0.128,0.182,0.608,0.21,pos
5002,Me during the whole performance 1:21,0.0,0.0,1.0,0.0,neu
5003,"I don't know why but everytime i keep repeating this video because im  fricking GAY for them and then see Solar had slipped. My lifespan just keeps getting shorter and shorter, because of both...Im GAY AS HELL FOR THEM and idk why but it hurt me when she slipped. Shes okay tho so i  confuse myself",-0.9445,0.247,0.718,0.035,neg
5004,Queens  always carrying!,0.0,0.0,1.0,0.0,neu
5005,im gay now,0.0,0.0,1.0,0.0,neu
5006,Hwasa queeeeen,0.0,0.0,1.0,0.0,neu
5007,moonbyul flaca te ama,0.0,0.0,1.0,0.0,neu
5008,"Noone:
Every single Moomoo when they see mamamoo: 1:21",0.0,0.0,1.0,0.0,neu
5009,Putangina byul mamatai ako dadi,0.0,0.0,1.0,0.0,neu
5010,I wanted to see the more of the other groups reaction to moonbyul rap,0.0,0.0,1.0,0.0,neu
5011,Mamamoo is a great performer and divide their parts equally that everyone shines. So amazing,0.8479,0.0,0.594,0.406,pos
5012,Hwasa definitely born to be on the stage. She is literally just so amazing.,0.8208,0.0,0.613,0.387,pos
5013,marry me moonbyul!!!,0.0,0.0,1.0,0.0,neu
5014,Tell me they won cause if they didnt thats unfair,0.7394,0.0,0.561,0.439,pos
5015,Mamamoo brought life to this boring hell song from AOA. LOL <3,-0.2003,0.334,0.369,0.297,neg
5016,Wawwwww ,0.0,0.0,1.0,0.0,neu
5017,a quien puede no gustarle !!!!! las amo !!!,-0.5216,0.325,0.675,0.0,neg
5018,03:37 im living for Hyejeong supporting Solar ♡,0.4404,0.0,0.674,0.326,pos
5019,Wow,0.5859,0.0,0.0,1.0,pos
5020,Queens,0.0,0.0,1.0,0.0,neu
5021,4:06 solars rap omg,0.0,0.0,1.0,0.0,neu
5022,"Actually this is what Mamamoo ALWAYS does in their concerts  As Momos we are so LUCKY that we can often see their stage full of pasion and art. If you feel interested in them, pls take time watching their Immortal stage or their Concert Performances ❤️
Mamamoo never stay the same, but also never lose their individual identity. Even just in this stage you can see :
Solar is the mixture of sexiness and cutiness,
Hwasa sexy like a Gangster,
Wheein sexy and femini,
And Buyl is kind of bisexual attractive.
Let me introduce to you: Moomoo’s mama - MAMAMOO ",0.9763,0.0,0.769,0.231,pos
5023,SOLAR IS A PROFESSIONAL QUEEN,0.0,0.0,1.0,0.0,neu
5024,THAT’S MY QUEENS!!!!,0.0,0.0,1.0,0.0,neu
5025,Mamamoo came to slay not play,-0.2584,0.289,0.711,0.0,neg
5026,"I love her 1:54
my honey my queen ♥️♥️",0.6369,0.0,0.625,0.375,pos
5027,I'm killed because Hwasa ,-0.6705,0.6,0.4,0.0,neg
5028,"Hwasa is really really best! She is so powerful, talented and sexy MY QUEEN",0.949,0.0,0.39,0.61,pos
5029,MY STARS ,0.0,0.0,1.0,0.0,neu
5030,oh my this is so good,0.5777,0.0,0.572,0.428,pos
5031,Never fail to shock me,0.6167,0.0,0.373,0.627,pos
5032,Umm whoa ,0.0,0.0,1.0,0.0,neu
5033,❤️❤️,0.0,0.0,1.0,0.0,neu
5034,واااااااو,0.0,0.0,1.0,0.0,neu
5035,Slayed!!!,0.0,0.0,1.0,0.0,neu
5036,Hwasa sang I like you twice,0.3612,0.0,0.615,0.385,pos
5037,I waited a lot of days to find a comment about the girl screaming at Moonbyul part :(((( Still waiting,-0.3818,0.14,0.86,0.0,neg
5038,شنو هالابداع نعلله,0.0,0.0,1.0,0.0,neu
5039,"can't get over this ""drop beat"" voice in hwasa's Performance b4 she gets down",-0.3346,0.154,0.846,0.0,neg
5040,I want to see loco reacting to this boi once again fell for hwasa charm,0.4588,0.0,0.75,0.25,pos
5041,they dead ça wsh,-0.6486,0.589,0.411,0.0,neg
5042,Señoreeee Mamamoo is just WOW!!!!!,0.0,0.0,1.0,0.0,neu
5043,"4:57
ボムちゃんの眼差しがなんか泣ける
ボムちゃんもとぅえにメンバーとやりたいだろうなぁ",0.0,0.0,1.0,0.0,neu
5044,Solar.......!!!,0.0,0.0,1.0,0.0,neu
5045, MY   QUEENS ,0.0,0.0,1.0,0.0,neu
5046,Mamamoo owned the Song so well like its ther Original Version  I hope their version is available on Spotify ,0.8664,0.0,0.566,0.434,pos
5047,The backup dancers are everything,0.0,0.0,1.0,0.0,neu
5048,I really cant stop watching this over and over again ❤️,0.2884,0.0,0.806,0.194,pos
5049,Jimin’s reactions killed me,-0.6705,0.6,0.4,0.0,neg
5050,I honestly like this version better! The reggae feels to this song was perfect,0.908,0.0,0.421,0.579,pos
5051,Lovelyz Kei reaction like she really want to be sexy like that but she can because she so cute and not suitable with sexy concept ,0.9422,0.0,0.529,0.471,pos
5052,"Jesus Mamamoo, they are such a good group. Stunning performance!!!!",0.7696,0.0,0.512,0.488,pos
5053,"Can’t stop watching this, just wowwww",-0.296,0.306,0.694,0.0,neg
5054,Sigo con la boca abierta,0.0,0.0,1.0,0.0,neu
5055,What show is this cause it looks fun! Mamamoo tho damn they always go next level and I love it,0.7263,0.102,0.604,0.294,pos
5056, QUEENS MAMAMOO ,0.0,0.0,1.0,0.0,neu
5057,*Mamamoo making queendom their own concert for 5 minutes*,0.0,0.0,1.0,0.0,neu
5058,THEY ARE THE BEST GIRL GROUP IN THIS GENERATION AND YOU CANT DENY IT,0.738,0.0,0.658,0.342,pos
5059,I'm obsessed with this Version !,-0.2481,0.332,0.668,0.0,neg
5060,But like doesn't it look like park bom really misses her group looking at mamamoo?,0.4228,0.114,0.625,0.261,pos
5061,"Man, I NEVER smile at performances. I had a full-on GRIN the entire performance. So epic!",0.4615,0.122,0.638,0.239,pos
5062,"If they don't win after this performance, we're burning mnet's building down.",-0.4717,0.218,0.782,0.0,neg
5063,"Mamamoo is one of the best things that happen to K-Pop. 



Also... Mnet never recommends Mamamoo's videos to me, is always the other videos groups.",0.5475,0.058,0.797,0.145,pos
5064,WAHHH 1.2 MILLION IN JUST 14 HOURS WAH MAH QUEENS!,0.0,0.0,1.0,0.0,neu
5065,you know... I would let any one of them (specially hwasa) to step on my throat with stiletto heels if they wanted. Just saying,0.0,0.0,1.0,0.0,neu
5066,"I'm a casual listener of Mamamoo and don't really follow their stages. It so happens that their Queendom performances end up on my feed so I just got to comment here that damn, Mamamoo is a POWERHOUSE on stage.",-0.2263,0.07,0.883,0.047,neg
5067,Wheein omg gurlll ❤️,0.0,0.0,1.0,0.0,neu
5068,I feel like bommie when she watch mamamoo she miss 2ne1 Does anyone feel like me.,0.5267,0.086,0.645,0.269,pos
5069,I heard AOA covered Good luck and egotistic ,0.5423,0.195,0.325,0.48,pos
5070,"4:28 นึกถึงสามช่าบ้านเราเลย55555
MAMAMOO สาวแซ่บ สาวแบดบอย สาวเซ็กซี่ สาวโรแมนติก <3.",0.0,0.0,1.0,0.0,neu
5071,I wish there was a fancam for this,0.4019,0.0,0.649,0.351,pos
5072,"Girls, girls on top as always my queens!",0.2714,0.0,0.77,0.23,pos
5073,ma ding ding dong goin hard,-0.1027,0.219,0.781,0.0,neg
5074,if Solar's mistake wasn't repeated i think i wont even notice that. They nailed it once again ,-0.34,0.146,0.854,0.0,neg
5075,OMG Mamamoo never failed me! Riseeee and shineeeee♡,0.4577,0.0,0.7,0.3,pos
5076,Solar’s part got me deaddd,0.0,0.0,1.0,0.0,neu
5077,"Congrats MAMAMOO for winning 1 place



In my heart ❤",0.7783,0.0,0.469,0.531,pos
5078,"Okay, Wheein is now my fave.  The girl's got soul - her vocals is powerful and she's cool - the uncommercial one of the group.  I like her.",0.886,0.0,0.617,0.383,pos
5079,mamamoo #1 in stage presence ALWAYS,0.0,0.0,1.0,0.0,neu
5080,I don't like sexy concept but they are cool,0.1298,0.302,0.439,0.259,neg
5081,I'm waiting for their concert.,0.0,0.0,1.0,0.0,neu
5082,I’m cheering in my room as if I’m there watching them live,0.5106,0.0,0.769,0.231,pos
5083,Damn...‼️‼️‼️ The diva ,0.0,0.0,1.0,0.0,neu
5084,*so it turned into another slapping mamamoo concert*,0.0,0.0,1.0,0.0,neu
5085,I couldn't count how many times i watch this video. To see if the views as well. Fighting #mamamoo,-0.1027,0.128,0.765,0.107,neg
5086,"5 version in 1 song=
Hyejin - Fatal
Byulyi - Girl crush
Solar - Sexy
Wheein - Charisma
Mamamoo - Mamamoo",-0.1779,0.262,0.564,0.174,neg
5087,"Omg Wheein Need More
SEXY CONCEP",0.6626,0.0,0.53,0.47,pos
5088,https://youtu.be/OSSEsi_hTc8,0.0,0.0,1.0,0.0,neu
5089,am sooooooooooooooooooooooo gay for hem,0.0,0.0,1.0,0.0,neu
5090,"After watching this, i forgot how the original song like",0.5859,0.0,0.593,0.407,pos
5091,"Am I the only one who find Jimin reaction at 1:50 and 4:08 some offensive? I'm not a AOA stan, sorry if i'm wrong",-0.7076,0.232,0.722,0.046,neg
5092,pls just step on me you four godnesses,0.0772,0.0,0.843,0.157,pos
5093,Perfect!,0.6114,0.0,0.0,1.0,pos
5094,The QUEENS !,0.0,0.0,1.0,0.0,neu
5095,OMG hwasa calm down,0.3182,0.0,0.566,0.434,pos
5096,My Queensland omg,0.0,0.0,1.0,0.0,neu
5097,it's almost medley,0.0,0.0,1.0,0.0,neu
5098,❤❤❤❤❤,0.0,0.0,1.0,0.0,neu
5099,"mamamooはあまりしりませんでしたが、これ見てから注目してます。
タレ目の口の大きい人がいいですね。少女時代スヨン、Gfriend　ソウォンとおなじFUJIYAペコちゃん系の顔ですね。
このパフォーマンスはちょっと凝りすぎで印象がバラバラですが、さすが実力派です。
ただ個人的にはチョアが好きなので高音部分がなかったのが残念。",0.0,0.0,1.0,0.0,neu
5100,Woooooooooow,0.0,0.0,1.0,0.0,neu
5101,ฮวาซานึกว่ายังโอม,0.0,0.0,1.0,0.0,neu
5102,I just need Moonbyul to take me out please.,0.3182,0.0,0.753,0.247,pos
5103,"What is the name of the show?
Thanks",0.4404,0.0,0.707,0.293,pos
5104,"Personally my favourite Queendom performance of this round, especially since each member got to show her charms!!",0.5399,0.0,0.821,0.179,pos
5105,i… my bi heart… moonbyul's growl gets me every time!! absolutely love wheein's hair like this. i just— these queens!!!,0.8466,0.0,0.676,0.324,pos
5106,Mamamoo just makes me forget of my sexuality everytime I watch them omg!,-0.2942,0.166,0.834,0.0,neg
5107,"Hwasa: maknae who??
Moonbyul: she dont spit fire, she is the fire
Solar: 30 and slaying
Wheein: slayingggggggg!",0.5753,0.0,0.772,0.228,pos
5108,"Agko labay ya, antuya abuyak.",0.0,0.0,1.0,0.0,neu
5109,5:01 sorry to interrupt but Bomi is such a baby ❤,-0.2144,0.289,0.711,0.0,neg
5110,STAN ARTISTS!!!,0.0,0.0,1.0,0.0,neu
5111,"ok but moonbyul's part...



*gay panic*",0.1531,0.0,0.758,0.242,pos
5112,Jimin looks so offended eye-,-0.3851,0.395,0.605,0.0,neg
5113,"3:50 fav dance part of breakthrough twice, anyways mamamoo and g idle slayed this performance so much",0.4588,0.0,0.833,0.167,pos
5114,"Mamamoo are the real queens for totally changing up the song and making it their own, highlighting each of the members' charm. They owned the stage and owned the song. 
""It's like a concert"" YASS GURL. This is what years of performing LIVE on stage makes you become: A true performer. 
Thanks Mamamoo! xx",0.8805,0.0,0.811,0.189,pos
5115,No one's gonna comment how hot WHEEIN is in RED? ,-0.296,0.196,0.804,0.0,neg
5116,"girllll, the charisma, the talent. mamamoo is literally on another level.",0.4215,0.0,0.781,0.219,pos
5117,1:51 4:10,0.0,0.0,1.0,0.0,neu
5118,Who is the group that are wearing like army outfits???,0.466,0.0,0.748,0.252,pos
5119,"Mamamoo is that girl group where all members break rules and don't mind what other says. They will do whatever the hell they want and will rock every concept, no, will slay every thing they do!",-0.7777,0.171,0.797,0.031,neg
5120,"I swear to god if Hwasa is native speaker, US music industry (or even world) will be shaking",0.0516,0.153,0.737,0.111,neg
5121,Solar uhmmm-- I think I'm gay ,0.0,0.0,1.0,0.0,neu
5122,"Mamamoo bring the new concept itself, by showing every members own colours n making it like a mini concert in 1 songs. Risk taker.  Most important the live vocals that u still can clearly heard over the playback. Im not a fan of monotonous vocals so with mamamoo i can easily recognize voice of each members. Its a brilliant perf.",0.8566,0.064,0.724,0.212,pos
5123,If this is immortal song then probably mamamoo win their 4th! ,0.7263,0.0,0.596,0.404,pos
5124,solar’s rap is very surprise,0.3384,0.0,0.626,0.374,pos
5125,"Hwasa, Wheein and Solar channeling different types os sexiness. While our dear Moonbyul here is making ovaries explode. ",0.3818,0.0,0.867,0.133,pos
5126,Wheein so beautiful,0.6361,0.0,0.323,0.677,pos
5127,HWASA’S STAGE PRESENCE IS UNREAL. SHE IS A QUEEN.,0.0,0.0,1.0,0.0,neu
5128,It's seeing them like this is what make me so damn proud,0.3372,0.19,0.49,0.32,pos
5129,"I love how seolhyun always seems to enjoy every performance... 
Mamamoo are queen. Everyone in this competition are queens. I love watching all of them perform!",0.9168,0.0,0.638,0.362,pos
5130,"El concepto que usaron no esta mal, pero siento que no pego en nada con la canción, no me gustó...",-0.6808,0.28,0.72,0.0,neg
5131,1:49 and 4:08 Really MNET? I see what you're doing ,0.0,0.0,1.0,0.0,neu
5132,Is the Best swag i ever seen,0.6369,0.0,0.543,0.457,pos
5133,Jimin's face is priceless,0.0,0.0,1.0,0.0,neu
5134,SOLAR's RAP İS AMAZİNG,0.0,0.0,1.0,0.0,neu
5135,Okay Solar. I see you and I still love you!,0.75,0.0,0.484,0.516,pos
5136,Im turkish fan i love you mamamoo,0.7579,0.0,0.381,0.619,pos
5137,They are one of the groups today that sounded really good during live performances. I can't believe I will be able to see them perform on the 21st live. The power that these 4 women hold.,0.4927,0.0,0.909,0.091,pos
5138,What genre is solar's part???,0.0,0.0,1.0,0.0,neu
5139,TOTALLY QUEENS,0.0,0.0,1.0,0.0,neu
5140,OH MY GOD MAMAMOO,0.2732,0.0,0.588,0.412,pos
5141,Still stuck here :) And I'm loving it,0.7096,0.144,0.36,0.496,pos
5142,Putang ina ang galing.,0.0,0.0,1.0,0.0,neu
5143,Why does jimin look literally like a dead zombie,-0.4215,0.336,0.469,0.195,neg
5144,"AOA is proud  . The way they smile while watching Mamamoo singing their song are so sincere , i feel that  . And the moment Hyejeong said 'gwenchana gwenchana' after Solar almost slipped on the stage , i'm so touched  .",0.8439,0.0,0.779,0.221,pos
5145,I don’t know how many times I have watched this and still went “wow” at the end. ,0.0,0.0,1.0,0.0,neu
5146,OMG all of them are burning meeeeeeee ,0.0,0.0,1.0,0.0,neu
5147,The outfits look a little cheap :/// not the best stage of them maybe because im used to better ones of them .. i hate hwasas and solars outfits so much im sorry,-0.6939,0.224,0.701,0.075,neg
5148,Mamamoo putting up real performance  Damn! My girls you're burning the stage ,-0.4574,0.214,0.786,0.0,neg
5149,Mammoo never disappoints,0.2924,0.0,0.478,0.522,pos
5150,4:02 highlight,0.34,0.0,0.294,0.706,pos
5151,MAMAMOO HAS THE BEST STAGE PRESENCE OUT OF ANY KPOP GIRL GROUP. YES I SAID IT.,0.7845,0.0,0.653,0.347,pos
5152,"I just wanna hear the original, that I've never heard.",0.3182,0.0,0.777,0.223,pos
5153,Hwasa is thicc,0.0,0.0,1.0,0.0,neu
5154,"7,076,279 191014",0.0,0.0,1.0,0.0,neu
5155,Hwasa is my fav. ,0.4588,0.0,0.5,0.5,pos
5156,Hwaaasaaa,0.0,0.0,1.0,0.0,neu
5157,Pleaseee hwasa pleaseee step on meeee!!! Damn,-0.5538,0.373,0.627,0.0,neg
5158,"5:13 hwasa sings "" i like me "" :v",0.3612,0.0,0.667,0.333,pos
5159,Moonbyul oppaaaa ,0.0,0.0,1.0,0.0,neu
5160,Queen Group,0.0,0.0,1.0,0.0,neu
5161,3:39 damn only queens will recover as fast as solar,-0.4019,0.231,0.769,0.0,neg
5162,Moonbyul oppaaaa,0.0,0.0,1.0,0.0,neu
5163,MOONBYUL W THOSE CHAINS IMMDKFKDKDKDK,0.0,0.0,1.0,0.0,neu
5164,Jimin's reactions are the best omg haha!,0.8172,0.0,0.4,0.6,pos
5165,"This is how a performance is done, amazing",0.5859,0.0,0.612,0.388,pos
5166,Wow!!  Unbelievable...,0.658,0.0,0.186,0.814,pos
5167,That stare in the end! Moonbyul will be the end of me.,0.0,0.0,1.0,0.0,neu
5168,The musics at the end reminds me of dangdut...,0.0,0.0,1.0,0.0,neu
5169,THESE QUEENS ARE ALWAYS SLAYIIING,0.0,0.0,1.0,0.0,neu
5170,Solar...... I'm lesbian,0.0,0.0,1.0,0.0,neu
5171,I just realized that she almost fell the first time I saw this I thought it was part of the performance,0.0,0.0,1.0,0.0,neu
5172,"love how a shit ton of people didnt like the arrangement saying it was too messy, yet mamamoo still takes first place for this round",-0.4606,0.253,0.617,0.13,neg
5173,my wig now: good luck lucky go go bebe!,0.8398,0.0,0.4,0.6,pos
5174,what is the name of this program?,0.0,0.0,1.0,0.0,neu
5175,"Mamamoo have a way to turn things around and OWN it! 
*i was so proud while seeing the others reactions XD*",0.6466,0.0,0.816,0.184,pos
5176,cada vez estas chicas me sorprenden más,0.0,0.0,1.0,0.0,neu
5177,"1:51, 4:09
Don't know if this counts as evil editing but Mnet pls stop :(",-0.836,0.429,0.505,0.067,neg
5178,"I've just seen a bunch of clips from this show and I must say.
THOSE GIRLS ( from all groups) BE SHOWING EVERYONE WHO RUNS THE INDUSTRY. 
THEY ALL ARE SO POWERFUL. QUEENS INDEED",0.6766,0.0,0.868,0.132,pos
5179,If I were the other artiste watching this I would have cried during moonybuls part WHEN SHE CAME WITH THOSE CHAINS YOU KNEW IT WAS OVER,-0.3818,0.102,0.898,0.0,neg
5180,I enjoyed this performance. My queens ! Each member put their own spin on the song. I'd say Hwasa and Solar's part was my favorite. I'm glad Wheein is back too! Go girls  hopefully they'll be in the top 3.,0.9244,0.0,0.696,0.304,pos
5181,1:21 same girllll,0.0,0.0,1.0,0.0,neu
5182,Excuse me but moonbyul look like a daddy with bdsm kinks uhm ;-----;,0.5267,0.0,0.694,0.306,pos
5183,They're the God of stage,0.2732,0.0,0.656,0.344,pos
5184,Mamamoo just made Good Luck their song in their 4colors!! No one puts on a show like them and engages with the Audience like them mini concert!! I love my babies Moonbyul brought her chains!!! I love Rude Wheein and Rapper Yong!!,0.9536,0.09,0.52,0.39,pos
5185,"Alright, I do like Mamamoo. İt was an original idea to show different concepts but i think its just divided performance sooo much and i didnt really enjoyed the whole..except that,its really amazing they sang live, dance well and put an different and original idea. 
Overall; it was a good performance,for me i couldnt able to focus anywhere so i cant really say that i will die for this  but there is an effort which cant compare with something so...Good job girls. İ dont care who wins that show but im happy to see everyone giving their all. ❤️",0.8581,0.136,0.635,0.229,pos
5186,What's the fandom name of mamamoo?,0.0,0.0,1.0,0.0,neu
5187,"How many times I have watched this already? XD
Lost the count....",0.4995,0.145,0.568,0.286,pos
5188,Do MAMAMOO know they own my life?,0.0,0.0,1.0,0.0,neu
5189,"Im sorry but, why its better than original song :(",0.4215,0.281,0.337,0.382,pos
5190,"Moonbyul the nation's rapper, no one's doing it like her ",0.0772,0.173,0.63,0.197,pos
5191,The chair solar kicked was so lucky,0.5598,0.0,0.624,0.376,pos
5192,Can't believe that one skit that solar did where she was acting like Jimin in unpretty rapstar came true because she is literally rapping Jimin's part. Solar really out here spoiling queendom a couple of years before. I'M-,0.6486,0.0,0.868,0.132,pos
5193,"Solar recovered from her almost fall with such grace and professionalism, the members didn't even realize that she almost fell and i had to watch with the others group reaction to realize that too.",0.4215,0.0,0.92,0.08,pos
5194,How could I forgot that Mamamoo is at their peak when doing cover <3,0.4404,0.0,0.805,0.195,pos
5195,Byuldaddy,0.0,0.0,1.0,0.0,neu
5196,*You're looking right at the BADASS VOCAL QUEENS YASSS*,-0.3254,0.226,0.774,0.0,neg
5197,it looks like a full blown concert,0.3612,0.0,0.667,0.333,pos
5198,IM SORRY BUT YUGI’S HAIR,-0.0387,0.223,0.777,0.0,neg
5199,where can i watch this full?,0.0,0.0,1.0,0.0,neu
5200,Mamamoo really are the best. They were all born to be artist and performers. They’re all charismatic. Every time I see their performance I can really see their passion for music and performing.,0.8284,0.0,0.79,0.21,pos
5201,!!!!!!!!!!!!!!!!,0.0,0.0,1.0,0.0,neu
5202,Monbyuuuuuul,0.0,0.0,1.0,0.0,neu
5203,I'm not even exaggerating when I say Mamamoo never fails to take my breath away. *now time to head for the preparation of my funeral*,0.431,0.0,0.851,0.149,pos
5204,Who won this round??,0.6199,0.0,0.425,0.575,pos
5205,Y’all see this shit? THIS is what it means to give a performance! Mamamoo is that girl group you can’t deny with their stage presence and vocal prowess! Hopefully they get 1st place this week! ❤️,-0.7028,0.178,0.758,0.064,neg
5206,wheein really snapped here. periodt.,0.0,0.0,1.0,0.0,neu
5207,Can i love moonbyul with all my heart???,0.6946,0.0,0.559,0.441,pos
5208,"1:21 same sister ,SAMEEEEEEEEEEEE",0.0,0.0,1.0,0.0,neu
5209,Can someone please tell me the results,0.3182,0.0,0.723,0.277,pos
5210,Is it me who think that they make the note higher than the original??,0.3939,0.0,0.83,0.17,pos
5211,Where was Wheein during the practice? did she have another schedule?,0.0,0.0,1.0,0.0,neu
5212,Chương trình này tên là gì vậy ạ,0.0,0.0,1.0,0.0,neu
5213,this is art at its finest,0.0,0.0,1.0,0.0,neu
5214,"*We stan, we stan.*",0.0,0.0,1.0,0.0,neu
5215,How to not be gay for Byule? TT can't she is more powerful than 100000000000000 of Oppas,0.4754,0.0,0.838,0.162,pos
5216,Son las mejores,0.0,0.0,1.0,0.0,neu
