,comment,compound,negative,neutral,positive,whether_pos_or_neg
3721,Come back to the next album title song Ryan ... You can pretend to listen for the first time.,-0.1027,0.072,0.928,0.0,neg
3722,"I was amazed at the time of my real debut when the children weren't Queen, but I can't imagine how I can grow further as I can see that Queendom continues to grow as she goes back.",0.2732,0.0,0.938,0.062,pos
3723,What is the number one popular video every time you broadcast Queen Queen?,0.4767,0.0,0.728,0.272,pos
3724,"This stage is also a big hit.
It's a seasoned stage that doesn't feel like a group that has just debuted!
But Shu Hwa seems to need a lot of practice.",-0.3404,0.085,0.915,0.0,neg
3725,"This song is for the real Shuhwa sister ... I wasn't the first, but I'm the first in my heart. My sisters are still rookie.",0.0,0.0,1.0,0.0,neu
3726,"The rate of views rising
I'm a newcomer of children, but I'm glad to know the song style and ability through the Queendom and get good things in many ways! ♥ ️ Growth potential and impact on the world has already been proved by YouTube.",0.9381,0.0,0.724,0.276,pos
3727,ㅠㅠ ㅠㅠㅠ I've prepared since the beginning of the Queendom I love the quality Eva ㅠㅠ ㅠㅠㅠ Songs from the Queendom so far and the stage quality was so good that I had a lot of things to worry about preparing a good song Jeon Soyeon is just a genius. .. Make a company later ㅡ ㅜㅠ ㅠㅠㅠ ㅠㅠㅠ,0.8929,0.046,0.74,0.214,pos
3728,Reaction reaction jam jam ㅋㅋㄱ ㄱㄱㅋㅋ ㅋㅋㅋ This was a legend,0.0,0.0,1.0,0.0,neu
3729,Really nice and so pretty. Real queen.,0.764,0.0,0.432,0.568,pos
3730,The stage is really crazy,-0.4005,0.402,0.598,0.0,neg
3731,Intro Minnie's voice is so overwhelming and good ..,0.4877,0.0,0.717,0.283,pos
3732,So-yeon is a real genius,0.0,0.0,1.0,0.0,neu
3733,5:10 The tangled braids kicked their tongues,0.0,0.0,1.0,0.0,neu
3734,I feel like I've watched a 6-hour stage and a 2-hour movie,0.3612,0.0,0.762,0.238,pos
3735,I have to see this every day,0.0,0.0,1.0,0.0,neu
3736,"I hope you'll do it at the awards ceremony, please Melmufu ㅠㅠㅠ ㅠㅠㅠ",0.802,0.0,0.523,0.477,pos
3737,It's cool. It's been a long time.,0.3182,0.0,0.685,0.315,pos
3738,"Soon, you're welcome.",0.4588,0.0,0.4,0.6,pos
3739,The crown of the little lion is very nice and the lion's cry behind it is really impressive.,0.5553,0.125,0.605,0.27,pos
3740,It's a musical.,0.0,0.0,1.0,0.0,neu
3741,"Minnie is crazy,",-0.34,0.545,0.455,0.0,neg
3742,"I'll be crazy, I listen to it five times a day.",-0.34,0.231,0.769,0.0,neg
3743,"Wow, the kids are really ant",0.5859,0.0,0.568,0.432,pos
3744,4:05 I really do it 500 times a day. I love you.,0.6369,0.0,0.656,0.344,pos
3745,"Dedicate a lion dance
Dance to the lion ... and the meaning of the word is completely changed.",0.0,0.0,1.0,0.0,neu
3746,Good song,0.4404,0.0,0.256,0.744,pos
3747,Completely new This newness seems to be a great advantage for children. Girl group always trying! I cheer for you!,0.8745,0.0,0.6,0.4,pos
3748,"4:50 When I first saw you
How many people can go up by themselves to lift up and get rid of it ... Besides, they express their gestures and expressions without any dynamic dance.",-0.2924,0.064,0.936,0.0,neg
3749,"If you look at the stage, omg girls or children should have eaten first ...",0.0,0.0,1.0,0.0,neu
3750,Minnie treble climax so good creepy,0.5777,0.0,0.572,0.428,pos
3751,Came to see again .......,0.0,0.0,1.0,0.0,neu
3752,"It's another fan, but I think it's really cool on the stage. Particularly, people like Minni and Sujin have similar makeups. Sujin seems to be a sister because of her little bit more (?) Image, and Minnie follows her sister and feels like a younger brother with pure makeup. Of course it's my personal idea.",0.9076,0.0,0.795,0.205,pos
3753,It's like the Chronicles of Narnia,0.3612,0.0,0.667,0.333,pos
3754,4:04 Legend,0.0,0.0,1.0,0.0,neu
3755,"Busy
0:27 Begin talking
1:16 Intro Start
2:25 Start the song",0.0,0.0,1.0,0.0,neu
3756,"Wow, it was a stage suitable for the finals, as if it was appropriate to rip the stage.",0.5859,0.0,0.808,0.192,pos
3757,No words are needed. Let's go billboard.,-0.296,0.268,0.732,0.0,neg
3758,You're welcome soon !!,0.555,0.0,0.456,0.544,pos
3759,It's been a little over a year now since you debuted.,0.0,0.0,1.0,0.0,neu
3760,You're welcome.,0.4588,0.0,0.25,0.75,pos
3761,When I walked out of Yeshu and Jeon So Yeon rap ... The legend that the length of the road remains ... ㅠㅠ,0.0,0.0,1.0,0.0,neu
3762,"Wow, you're crazy. You're so crazy. You're so crazy. You're a monster. Shoe is becoming a different person.",-0.34,0.313,0.522,0.165,neg
3763,"I didn't understand the ranking of the children while watching the real Queendom. I'm good, I'm overwhelmed, and I'm so fond of it. And Minnie sound is crazy",0.6642,0.072,0.692,0.236,pos
3764,9.9 million !!!!!!,0.0,0.0,1.0,0.0,neu
3765,"Crayon Pop
Crazy addictive bosso
The lion is crying now",-0.6705,0.407,0.593,0.0,neg
3766,The children are starting from now on ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
3767,Opened up,0.0,0.0,1.0,0.0,neu
3768,9.8 million !!,0.0,0.0,1.0,0.0,neu
3769,Well portrayed by Real Lions and Queens,0.2732,0.0,0.741,0.259,pos
3770,"Whoever said anything, the most influential in Queendom was the kids.",0.4927,0.0,0.758,0.242,pos
3771,"The stage was so wonderful, but the back-up dancers were really creepy ... Finally, when the six children went to the throne, they followed their heads with four legs like lions .... All",0.7287,0.0,0.835,0.165,pos
3772,"I'm sure I got a lot of Shuhwa .... Jeon So-yeon is the best ... So this is a talented and good artist, a group member and a leader.",0.918,0.0,0.607,0.393,pos
3773,I caught my heart when Jeon So-yeon got a stone.,0.0,0.0,1.0,0.0,neu
3774,"It seems like the last time I was seriously insulted by not wearing a shoe, but I was thrilled because I was thrilled because there were a lot of comments that other members were buried in Jeon So-yeon at the beginning of the group's debut. I am so happy.",0.9389,0.062,0.654,0.284,pos
3775,"Who would call this an idol song? On the other hand, a short, intense musical-like movie scene.",0.5423,0.0,0.757,0.243,pos
3776,"In order for the real kpop market to grow steadily, there must be many distinctive groups like children. Like bulletproof success in the US market with the slogan of love for yourself.
These days, all idol groups have so many dance songs that only repeat their choruses.
I hope there will be more groups like children in the future",0.9538,0.0,0.74,0.26,pos
3777,"Honestly, at the end of the year, you have to do it as a Queendom special stage at the end of the war.",0.2023,0.136,0.664,0.199,pos
3778,"Sincere song and lyrics dance visual facial expression smoke is not to say, the dancers from the stage composition Cody storytelling concept Everything seems so perfect that we cry. Too perfect stage ... Seriously, it's a wasteful stage. Please come up again.",0.8929,0.088,0.645,0.267,pos
3779,Jeon So-yeon is going to succeed like real CL ...,0.6908,0.0,0.584,0.416,pos
3780,"I see a narrative for each member.
So-yeon-Smart dog. However, he can no longer ascend to a higher position because of his identity restrictions. In addition, the king now is a freak. A dumb, king who wastes money. Even if Soyeon advises national politics, she is busy listening and playing. So-yeon couldn't see it anymore, and she gathered supporters and made a smart coup plan. And he executes the plan straight out, eventually expelling the original king and becoming king. This song is a song that Soyeon makes a coup.
Shu Hwa-A young princess who dies quickly. The war breaks out as the nation is divided into two waves who will be the next king. Eventually, the group that supports the shoe wins. Of course, these people tried to sit as kings because Shuhwa seemed to be full. Shuhwa left formal power and tried to get real power. Shu Hwa, who was on the throne, was originally a man with many tears. However, they wake up to see their servants trying to eat them. And he is blackened and kills all his servants who have made him king. Even though she sheds tears alone in times of trouble, she acts incredibly charismatically in front of her servants. This song is singed when Shuhwa is blackened and ousted by his servants",-0.8442,0.113,0.813,0.075,neg
3781,Please tell me how to get out of Ryan.,0.3182,0.0,0.777,0.223,pos
3782,"Mamamu was in first place, but the views were chewed by the children.",0.0,0.0,1.0,0.0,neu
3783,"It's not like we're going to do other teams, but the stages of other teams are just as common
I was a little more concerned about the stage of idols and girl groups, but the stage of children was just crazy.",-0.5654,0.112,0.888,0.0,neg
3784,"1:11
She is a LION
Is this part good?",0.4404,0.0,0.707,0.293,pos
3785,It's creepy no matter how many times I see it; The real kids genre is kids ... exclusive,-0.1531,0.117,0.745,0.138,pos
3786,"The first time I saw the children in the Queendom, I was a very talented and talented team.",0.8012,0.0,0.644,0.356,pos
3787,"When I want to go creepy once, I watch the Queendom children's stage.",0.0772,0.0,0.885,0.115,pos
3788,"Shu Hwa really the young lion itself.
I feel like I'm hiding my skills just for this day ㅠ ㅠㅠㅠ",0.0772,0.106,0.773,0.121,pos
3789,"I think this is a stage to see Shuhwa again.
No, it's not just the shoe, but I'm starting with Minni, Soyeon Sujin, Miyeon, the rainy season.",-0.2617,0.117,0.883,0.0,neg
3790,Why didn't this win? Is this too operation?,-0.6059,0.361,0.639,0.0,neg
3791,"No, it's pretty if it's cool like this. Focus on performance and face.",0.7003,0.115,0.469,0.417,pos
3792,"In the meantime, when I saw children's stage, it was always creepy because certain members stood out, but this stage shows the whole group of children.",0.1406,0.0,0.939,0.061,pos
3793,"Beagirl 2ne1
The next ones are kids ... I'm really good at the stage ♡♡",0.4927,0.0,0.814,0.186,pos
3794,It's good that Ryan knows more than the stage movement.,0.4404,0.0,0.756,0.244,pos
3795,"""Perfect itself"" so cool
Children fighting !!!",0.6603,0.198,0.287,0.515,pos
3796,"Like a succession to the throne, a terrible and difficult war to return to the king and crown. I am the king who was like a lion. Cover my eyes, lean on my music, and cheer.",-0.1027,0.213,0.561,0.226,pos
3797,It is wonderful and looks great many times❤❤❤,0.8316,0.0,0.435,0.565,pos
3798,5:28 Mi-yeon really looks like a king ...,0.4173,0.0,0.683,0.317,pos
3799,2:51 Jeon So-yeon's face really broke,-0.4754,0.382,0.618,0.0,neg
3800,1 day 1 attendance ㅠㅠㅠ TTTTTT Really crazy,-0.4005,0.35,0.65,0.0,neg
3801,"If you float this on YouTube, your hand will just be spontaneous ;;",0.4939,0.0,0.789,0.211,pos
3802,"Wow, nothing to say .. Every single person has an impact.",0.5859,0.0,0.725,0.275,pos
3803,How many times do you watch this video?,0.0,0.0,1.0,0.0,neu
3804,"Wow, really Soyeon's virtues? After the end of Miyeon's lead, he's really creepy ... soldiers who win the real war and walk proudly ....? It was all good, but personally, the stage was good in Queendom. So So Yeon went to work, and all the members went to practice.",0.8933,0.041,0.705,0.254,pos
3805,Tears steamed in the growth of shoe shoe How much did you practice?,0.1779,0.123,0.71,0.168,pos
3806,The rainy season is also really good,0.4391,0.137,0.527,0.336,pos
3807,It's a real new stage.,0.0,0.0,1.0,0.0,neu
3808,Soyeon sister ... Let's just set up the agency ..... No.,-0.296,0.18,0.82,0.0,neg
3809,The first place in my heart is children. The stage is really cool. Jeon So-yeon is a genius.,0.3804,0.0,0.861,0.139,pos
3810,"Lastly, the back dancers climbed up the stairs
Really cool production",0.3804,0.0,0.794,0.206,pos
3811,The rainy season is so cute,0.5524,0.142,0.436,0.422,pos
3812,Really cool,0.3804,0.0,0.278,0.722,pos
3813,Ssam chicken Jeon So-yeon .. I've been a fan since the time of the .. I thought I'd buy it someday.,0.3182,0.0,0.887,0.113,pos
3814,I feel like I've watched a movie,0.3612,0.0,0.615,0.385,pos
3815,Shuhwa's All-Part Distribution? ㅠㅠ Good,0.4404,0.0,0.58,0.42,pos
3816,"Cover the song
I made a musical legend",0.0,0.0,1.0,0.0,neu
3817,"Wow, crazy, Shuhua, crazy, real. Really lol. Wow, this is amazing. Jeon So-yeon. Real genius. Children's concept. I want to be stuffed with this. Really ..",0.8999,0.124,0.466,0.409,pos
3818,"Even if you see it, it's creepy ...",0.0,0.0,1.0,0.0,neu
3819,"I've called Papa's part once every time, but Shoe is the best Papapa",0.7783,0.0,0.674,0.326,pos
3820,"3:18 Rapa ~
3:28
4:30 ㅸ ㅏ ㅸ ㅏ ㅸ ㅏ
4:40 papa ~
5:21 Very cute ~
5:29 Puapuapua ~",0.5095,0.0,0.752,0.248,pos
3821,Who sprayed this video; Who is it; I have to compliment you,0.4767,0.0,0.763,0.237,pos
3822,Jeon So-yeon is like a genius,0.3612,0.0,0.615,0.385,pos
3823,2:28 Start the song,0.0,0.0,1.0,0.0,neu
3824,Queen watching fans fanned,0.0,0.0,1.0,0.0,neu
3825,It would have been nice if the cloak was a more flexible or lighter material.,0.6115,0.0,0.706,0.294,pos
3826,"I'm hit by Minni's introduction and treble.
Soyeon = Universal Cattle
Sujin's facial expressions are so scary ...
Miyeon's voice keeps hovering.
The rainy season is really good with the inner voice
Shuhua has really developed.",-0.3012,0.133,0.788,0.079,neg
3827,Wolshhwa has gone !!!!!!!!,0.0,0.0,1.0,0.0,neu
3828,It goes so well with Akali No Jeon Soyeon,0.1384,0.184,0.586,0.23,pos
3829,Hits are crazy,-0.34,0.545,0.455,0.0,neg
3830,It's really crazy. I'm crazy. I'm crazy. It's the top among female idols.,-0.7414,0.428,0.477,0.095,neg
3831,"The kids are good too, but the dancers are crazy, especially 03:29 ..",-0.2846,0.193,0.685,0.121,neg
3832,Hits tell me who's the real queen,0.0,0.0,1.0,0.0,neu
3833,There are no words in the world to represent the children's stage.,-0.296,0.167,0.833,0.0,neg
3834,"Jeon So-yeon is a real genius.
At the end of the year, the members who recognize and praise such leaders and digest the concept seem to shine more.
I feel like creating a brand of real children .... and .....",0.8335,0.0,0.794,0.206,pos
3835,"I'm not a fan of singer teams in Queendom, but when I only saw the stage, I thought the kids were the most appalling and the concept was alive.",-0.1951,0.164,0.729,0.108,neg
3836,"Complaining that Jeon So-yeon is the ultimate king of versatility, I am already sick and look at Queendom. So Yeon-yi comes up with ideas and gives them the opinions she wants, accepts each other's opinions, and digests them in her own style. ..I can only say that children are the best ...",0.34,0.087,0.802,0.111,pos
3837,Who would have thought of starting a story for an idol song. Really unexpected start. This is the king of a true little girl. I wish I could be under those kings.,0.6395,0.0,0.833,0.167,pos
3838,"Now the views will tell you the impact of this stage
I couldn't breathe and I sweated my hand
I hope you don't mind the fandom ballot.",0.7269,0.0,0.783,0.217,pos
3839,"I liked the other of the six teams, so I fell in love with them. I think it's the group that got the most profit from the real Queendom.",0.8874,0.0,0.687,0.313,pos
3840,..........,0.0,0.0,1.0,0.0,neu
3841,"The only part that thinks Ryan's Queen Queen song is that it's a good thing to do on a small stage.
It would have been a bad feeling",-0.0258,0.117,0.736,0.147,pos
3842,Like a stage that will remain in the history of doldol,0.3612,0.0,0.783,0.217,pos
3843,"This is the bed
Is it the stage where you see on your knees?",0.0,0.0,1.0,0.0,neu
3844,"Yeshua Shuhua, I can't believe my eyes right now Suffering to die Our precious Shuhua, aren't we?",-0.5106,0.295,0.549,0.156,neg
3845,"No choreography, no directing, no music.",-0.6808,0.688,0.312,0.0,neg
3846,"I've never seen an idol who's seen this concept before ...
Really cool ...... ☺☺
Children always seem to be creating and developing groups ... I have never felt so cool while taking care of them.",0.862,0.0,0.745,0.255,pos
3847,Shout out the word that I wrote like this,0.3612,0.0,0.737,0.263,pos
3848,Real kids are so cool in the world. Tell me that I don't like rata fire. All Ryan's contests are first class.,0.4436,0.084,0.716,0.2,pos
3849,"It's a bit of a personal opinion, but I'm the king without this one. Feeling",-0.1419,0.115,0.885,0.0,neg
3850,Crazy concept is different,-0.34,0.444,0.556,0.0,neg
3851,"I'm meeting with cover dance just for Korean idol dance, but this song is so good that it's a concept song rather than a dance.",0.7279,0.0,0.811,0.189,pos
3852,"It's Maracle, so I voted for Oh My Girl.
Children's contests
Wow. It was a huge stage.",0.7269,0.0,0.681,0.319,pos
3853,"Oh oh is a new concept compared to other girl groups? It was nice to do the same thing, but Lata and Hana were not as good as they used to be, and Larata and Han were known a lot. Oh oh, it was so unfortunate that they were not known so much. However, I have more fans. The only thing is me ...",-0.818,0.123,0.849,0.028,neg
3854,I'm really scared of dogs and I love dogs and I love them so much,0.7357,0.148,0.463,0.389,pos
3855,"I think it'll be ten million soon.
Celebrate the children ♡",0.5719,0.0,0.684,0.316,pos
3856,"Oh my god, it's 10M.",0.2732,0.0,0.656,0.344,pos
3857,"I'm just a fan and I like songs and choreography every time I was looking for the stage video, but I'm looking at the stage video ... why I'm all so good. I can't get this point. I heard the sound and started to revive the crown from the middle of the activity and it's just perfect.",0.949,0.0,0.738,0.262,pos
3858,What do you think that's that Disney movie The princess's name is Mary? Are you merry? Orange curly hair mother turns into a lion and the movie ahhhh I love you idol anyway ...,0.8426,0.0,0.788,0.212,pos
3859,I hope this is done at the year-end awards ceremony,0.7096,0.0,0.543,0.457,pos
3860,I've seen my mouth open all the time. I really like it.,0.4201,0.0,0.782,0.218,pos
3861,This is creepy every time I see it;,0.0,0.0,1.0,0.0,neu
3862,I thought she was a different person. Really like a lion.,0.4201,0.0,0.715,0.285,pos
3863,The dancers also played a part.,0.34,0.0,0.625,0.375,pos
3864,2:20 Shuhwa gait like a real lion walking.,0.3612,0.0,0.706,0.294,pos
3865,2:20 I really like it here,0.4201,0.0,0.589,0.411,pos
3866,I hope that you will do the same as the end of the year award ceremony ceremony ㅠㅠ ㅠㅠㅠ ㅠㅠㅠ ❤️❤️,0.7506,0.0,0.738,0.262,pos
3867,The real lyrics are so good ... Rainy season.,0.4901,0.127,0.569,0.304,pos
3868,The shoe was really good and the stage was so good that I tried.,0.7496,0.0,0.633,0.367,pos
3869,Isn't this the championship?,-0.3412,0.445,0.555,0.0,neg
3870,2:28 Come on.,0.0,0.0,1.0,0.0,neu
3871,Real chorus part Miyeon's voice goes so well,0.4101,0.0,0.719,0.281,pos
3872,"Just make Jeon So-yeon,",0.0,0.0,1.0,0.0,neu
3873,This is the highest number of views in the final? ;;,0.0772,0.0,0.885,0.115,pos
3874,"Every time I see it, it's a legend",0.0,0.0,1.0,0.0,neu
3875,"It's almost ten million, almost ten million",0.0,0.0,1.0,0.0,neu
3876,Stage composition choreography is the best,0.6369,0.0,0.543,0.457,pos
3877,Sujin looks so good.,0.5777,0.0,0.445,0.555,pos
3878,"I don't like this. Honestly, I don't know why. Real perfect art itself immersed 1000000%",0.7261,0.109,0.518,0.373,pos
3879,The song is really good,0.4927,0.0,0.556,0.444,pos
3880,"I listen to the 10 times as a basic ㅠㅠ part distribution is too good, and I've been upset because I've heard that the shoe is not good at showing up, but I'm very upset with the perfect concept. Sujin always has a great red lip and the rainy season is so good ㅠㅠ Just perfect ㅠㅠ Song Soyeon's really well praised ㅠㅠ",0.9811,0.076,0.563,0.36,pos
3881,Last but not least,0.0,0.0,1.0,0.0,neu
3882,"You won, it's cool, kids",0.7184,0.0,0.333,0.667,pos
3883,"He said he would be king at first, and he would just crown him at the end ;;",0.0,0.0,1.0,0.0,neu
3884,"The children are children too, but I get sick of 1:45 back dancer",-0.6652,0.288,0.712,0.0,neg
3885,"The best stage. Thanks to you, I have a strong spirit.",0.9022,0.0,0.292,0.708,pos
3886,I don't know how many times I'll try,0.0,0.0,1.0,0.0,neu
3887,How is the stage more attractive than music music? I have to kick my tongue.,0.4927,0.0,0.803,0.197,pos
3888,And it's really cool,0.3804,0.0,0.536,0.464,pos
3889,It's a musical lol,0.4215,0.0,0.417,0.583,pos
3890,I'll be happy.,0.5719,0.0,0.351,0.649,pos
3891,10 million Gazhua,0.0,0.0,1.0,0.0,neu
3892,I felt creepy from a female idol. That Soyeon is so awesome ~~~,0.7384,0.0,0.656,0.344,pos
3893,"King, not queen.",0.0,0.0,1.0,0.0,neu
3894,Jeon So Yeon was so Yeon Yeon again,0.0,0.0,1.0,0.0,neu
3895,Weir Crook Amnet,0.0,0.0,1.0,0.0,neu
3896,"Jeon So-yeon is sick, and the members who follow her well and always encourage Jeon So-yeon are great.
In today's meeting in Queendom, Jeon So-yeon always said that I wasn't confident but the members are good at it.",0.7299,0.088,0.688,0.224,pos
3897,"Sluggish
These are the queens This is the queen or who's the queen Keep on creeping",-0.4019,0.153,0.847,0.0,neg
3898,"I'm a big fan, but for me, the first was kids.
It's perfect from storytelling to the moment you sit on your throne. Especially, at the end, it's creepy.
And unlike the other teams who received the song, So-yeon Jeon thought himself of the concept of the song, the lyrics and stage is a solid story ..",0.8225,0.0,0.858,0.142,pos
3899,"I can see a few twisted bands in the comments here. Do you want to see a performance that sings like a stick for 1 hour with a standing microphone?
In the beginning, Queendom never wrote the word singing competition.",0.4215,0.0,0.894,0.106,pos
3900,"Wow, I was surprised to see the real shoe this time. It's the first time I've been creepy watching real shoe.",0.6908,0.0,0.759,0.241,pos
3901,Why is this not the first place ????,0.0,0.0,1.0,0.0,neu
3902,"But the costume is pretty ... Idol styling uniforms I've seen all the uniforms, but this is the first time .... Velvet red uniform is dying.",0.2732,0.0,0.923,0.077,pos
3903,9 million views Wana Cascade,0.0,0.0,1.0,0.0,neu
3904,The real children are like a god of Queendom ... This contest program or wherever you go on this magnificent stage. .... so precious ...,0.9321,0.0,0.589,0.411,pos
3905,I am not Korean. Streaming music video Lion. I love you,0.6369,0.0,0.656,0.344,pos
3906,"There are some people who are sorry about ranking. I've found Billboard Cotyledon. It's not the kids who are going to end up in the Queendom rankings now, but the kids that are starting to watch where they will go up in the world charts later. Fandoms, please move this song to the next title ... I think it will be a group that will be forcibly exported after bulletproof.",0.4215,0.016,0.942,0.042,pos
3907,It's over 100 times a minute,0.0,0.0,1.0,0.0,neu
3908,"In this contest, the first place was kids.
Although the final rankings were unfortunate due to the last sixth place, the performance was very meaningful.",-0.1045,0.105,0.804,0.091,neg
3909,"It's a very personal idea
I regret 200 percent of the comments that I hope that Jeon So-yeon will be so successful later and set up a separate agency.
I was the only one who saw Jeon So Yeon
I felt a lot like Park Jin-young
JYP is the best at making
I really like Jeon So Yeon's ability to draw women's image is very dark and excellent.
In particular, when we hear that each member is lacking, the ability to catch the best part of the member and show it as the best performance on the stage is really missing.
Whoever said, Jeon So-yeon is the first Jeon So-yeon",0.9833,0.043,0.692,0.265,pos
3910,"I don't swear at cubes, but every time I see children's stages, I care about the quality of the stage.",0.6569,0.0,0.736,0.264,pos
3911,If you still see more than once a day hands?,0.0,0.0,1.0,0.0,neu
3912,"Every single part of the members, this genius shouted at all, what is this genius? What is that genius?",0.0,0.0,1.0,0.0,neu
3913,"A group that should be in three idols ..
I'm not good at my company, but I'm going to be fed groups
I don't even have a .. I hope the cube is all-in and push the children. Of course, this lion was really big but I think it will cool down for a while.",0.7267,0.031,0.844,0.125,pos
3914,"The girls are amazing.
Jeon So-yeon, who writes well, writes all the songs like members.",0.8126,0.0,0.588,0.412,pos
3915,"Queendom> Children's Title Song Stage> Listen to All the Songs of Sagrimont> lion Infinite Root.
You are king",0.0,0.0,1.0,0.0,neu
3916,"Shu Hwa's look has increased a lot ㅠㅠ ㅠㅠㅠ 10 minutes please Children, please, I'm more than a real queen Ryan ,,, ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅜㅜ",0.6908,0.0,0.749,0.251,pos
3917,"Every time I see you, I don't understand how this isn't number one",-0.0572,0.109,0.891,0.0,neg
3918,"Wow, the last direction. Really .. When you walk proudly in the children's chair, you crawl like a subordinate following the real queen lion.",0.872,0.0,0.669,0.331,pos
3919,I was wondering why it wasn't the first place.,0.0,0.0,1.0,0.0,neu
3920,Jeon So-yeon is a real genius.,0.0,0.0,1.0,0.0,neu
3921,5:34 Soyeon opened really,0.0,0.0,1.0,0.0,neu
3922,I'm really crazy I want to say that this is great ㅠ How should I explain this ㅠㅠ Jinhja This is really the best Children are the first place Where is the first I can't explain how much Queen I know if I do not know this stage ... Children I'll know everything. Please build a real kingdom.,0.8678,0.044,0.752,0.204,pos
3923,I'm so nervous,-0.3384,0.545,0.455,0.0,neg
3924,What should I do? Goose has grown for over 10 minutes now,0.0,0.0,1.0,0.0,neu
3925,"2:00 Shuhua, I'm going to develop my hair blowing",0.0,0.0,1.0,0.0,neu
3926,"Honestly, the other idols were getting better and better, especially the finals, who didn't miss out on everyone, but they were like real legends. It's not a low rank, but it wasn't a third place.
Sujin is just ... You just awesome. You're Queen. You say you don't like it in Queendom.",0.9612,0.0,0.661,0.339,pos
3927,"Wow;;;; It just came away; the sisters are awesome. In my heart, I'm a lion ㅠㅠ TT TT No. 1 lion ㅠ ㅠ ㅠ ㅠ Woogi sister I love you completely ,,",0.7964,0.068,0.677,0.255,pos
3928,"Wow, awesome!",0.8478,0.0,0.0,1.0,pos
3929,"All six children have their own personality, and they seem to be doing their best. So, no one can miss it. One person's tone dance visual rap is clear and six people are filling the stage under the name of children.",0.5729,0.085,0.773,0.142,pos
3930,"No, but it's good, but if you leave it all, Minnie.",0.4497,0.197,0.542,0.261,pos
3931,I keep coming to see ... This stage is a legend ...,0.0,0.0,1.0,0.0,neu
3932,"I always feel it, but the dancers are really passionate.",0.7218,0.0,0.614,0.386,pos
3933,I hope the video goes with this concept ㅠㅠ or this version I want to make a video ... Too wasteful concept TT,0.4939,0.0,0.811,0.189,pos
3934,"At the end of the rainy season, I keep thinking about Puapuapua that I followed in Minwooshu Vapp.",-0.0772,0.08,0.92,0.0,neg
3935,"The more I saw Miyeon's bleeding was the greatest luck of her life.
It must have been very stressful, but it was more exciting to meet a good leader.",0.8977,0.061,0.587,0.352,pos
3936,"Come on, chew it like you eat billboard chewing gum.",0.3612,0.0,0.783,0.217,pos
3937,"If you wear the costumes, make-up, and stage equipment in a big place, you'll be able to chew on the stage. You can't miss it. It's so good",0.6352,0.0,0.828,0.172,pos
3938,"Minnie, every time I tremble, goose bumps all over my body",-0.2732,0.189,0.811,0.0,neg
3939,It's a real legend.,0.0,0.0,1.0,0.0,neu
3940,It feels like So-yeon has been hiding to show Shu's stormy growth on this final stage. It's really amazing.,0.7902,0.083,0.568,0.348,pos
3941,2:23 Busy people,0.0,0.0,1.0,0.0,neu
3942,I've come to see it again ... it's a stage plan and it's cheap to complete the song.,0.0,0.0,1.0,0.0,neu
3943,"I've seen this stage dozens of times, why are you creepy again?",0.0,0.0,1.0,0.0,neu
3944,"This song seems to have been played by the dancers (?)
Shuhua look ... I'll be here.",0.34,0.0,0.87,0.13,pos
3945,"It's a real stage ...
The president of the agency, who undresses and undresses to take off, must realize that the public wants to see the stage, not the exposure.",0.0,0.0,1.0,0.0,neu
3946,Scale,0.0,0.0,1.0,0.0,neu
3947,"Are you trying to be real? It's not a video, it's a real legend.",0.0,0.0,1.0,0.0,neu
3948,Who's not getting out of here right now? I'll turn it ten times today,0.0,0.0,1.0,0.0,neu
3949,Jeon So-yeon is so great Jeon So-yeon is so amazing There are tens of thousands of ideas in her head,0.9023,0.0,0.64,0.36,pos
3950,Overwhelmingly different views from other teams show the birth of the next generation queen.,-0.128,0.103,0.897,0.0,neg
3951,I'm surprised by Jeon So-yeon's ability to write songs.,0.4939,0.0,0.625,0.375,pos
3952,Minni has a huge gap in the bottom and top of the stage. Everyone is so creepy.,0.4767,0.0,0.773,0.227,pos
3953,Jeon So-yeon is a genius.,0.0,0.0,1.0,0.0,neu
3954,"I felt it before, but Jeon So-yeon is more than a real genius.
Song rap dance facial expression smoke talent talent song composition
What if I didn't have a singer;
If you hit children as a person, Jeon Soyeon's heart level",0.8126,0.0,0.821,0.179,pos
3955,"The stage was children's best ... Really ...
I was a rookie with no chins compared to the performers.
It was like watching a piece of art not an idol stage every time and thrilling every time ...",0.8225,0.051,0.721,0.228,pos
3956,"This is the newest of the six teams, but the stage is the most gorgeous and there is no awkwardness like a veteran. Above all, the advantage is that they write their own concepts and compose their own songs. I felt different. This is a true artist",0.9107,0.083,0.652,0.264,pos
3957,"It's been three days since I've been turning it for dozens of times, but this stage is too daring for those who have seen children for a long time.
It's like the lyrics show what the kids are doing in Queendom.
I was a bit worried and ignored for the second year of my debut, but I am not being pushed by my seniors at all, but rather show the best quality and shocking stages and show that they can get the best at the end.
Even though I'm in the mood through the Queendom, how impressive is it to be seen by the fans and company officials who watched during their debut?",0.9455,0.07,0.76,0.17,pos
3958,Overwhelming Views Children might have been top if not for a cumulative score,0.2023,0.0,0.859,0.141,pos
3959,Wow...,0.0,0.0,1.0,0.0,neu
3960,It's creepy all the way,0.0,0.0,1.0,0.0,neu
