,comment,compound,negative,neutral,positive,whether_pos_or_neg
4177,"Fanboys' reaction are the best.
Fanboy is me.",0.6369,0.0,0.625,0.375,pos
4178,Moonbyul was feeling it lmaooo,0.128,0.0,0.727,0.273,pos
4179,"They deserve to win, or at least get the 2nd place:(",0.5859,0.0,0.725,0.275,pos
4180,jimin,0.0,0.0,1.0,0.0,neu
4181,I'm falling in love with YUNA,0.5574,0.163,0.408,0.429,pos
4182,1:05,0.0,0.0,1.0,0.0,neu
4183,I’m officially Gay for AOA,0.0,0.0,1.0,0.0,neu
4184,has anyone ever noticed yet about yuna's single-paired earrings tho,0.0,0.0,1.0,0.0,neu
4185,"I hope new international Kpop fans can finally see what they missed when they didn't get into Kpop sooner. Also, glad AOA brought the much needed sexy concept back. Sexy concept is so dead in the recent years.",0.6135,0.15,0.603,0.247,pos
4186,I keep coming back. I really hope they can win,0.7902,0.0,0.462,0.538,pos
4187,AOA are still queens,0.0,0.0,1.0,0.0,neu
4188,"So proud, i am not even their fans, but their performance just lit, its beyond my expectatation. After hiatus they still kill this stage....proud proud proud...i watched over and over....good job AOA ",-0.1935,0.158,0.677,0.164,pos
4189,3:05 is #me.,0.0,0.0,1.0,0.0,neu
4190,3:04 shuhua so cutee,0.0,0.0,1.0,0.0,neu
4191,"LADIES ROCK th HOUSE
         as ALWAYS.....
",0.0,0.0,1.0,0.0,neu
4192,I'm Seunghee all throughout this video,0.0,0.0,1.0,0.0,neu
4193,I never been more gay than this ever before. They truly fire. ,0.128,0.168,0.629,0.203,pos
4194,Sexy as hell!!!,-0.4724,0.554,0.101,0.344,neg
4195,*cough* 3:13 HOE,0.0,0.0,1.0,0.0,neu
4196,"I'm all for Park Bom but I gotta say AOA brought the house down, their performance was on  ",0.0,0.0,1.0,0.0,neu
4197,i just love that they're all gay panicking,0.3182,0.24,0.413,0.347,pos
4198,the amount of times i've seen this perfomance ..... i don't think it is still healthy,0.4019,0.0,0.838,0.162,pos
4199, 4:25 ,0.0,0.0,1.0,0.0,neu
4200,"OMG Seunghee's reaction is really cute, funny and I loved it. I only not see her reacting like that in this performance but also in Egotistic. You can see she's a big fan of AOA. ❤",0.7419,0.077,0.642,0.281,pos
4201,i miss the so much,-0.1531,0.348,0.652,0.0,neg
4202,Who watched this like. 1million times? And nEVER GETS BOARD,0.4357,0.0,0.758,0.242,pos
4203,I’m actually shaking omg.... this makes me miss the good days of kpop so bad. I LOVE YOU AOA!!!! THE PIONEERS OF KPOP THOTS!!!!!!!!! THIS WAS AN ABSOLUTE SERVE!!!!!!!!!!,0.5405,0.194,0.574,0.232,pos
4204,"They’re original sexy queens, even a woman can crush on them..their songs is ",0.6249,0.098,0.552,0.35,pos
4205,AOAAAA SO GREAT I LIKE IT,0.8004,0.0,0.295,0.705,pos
4206,❤️❤️❤️,0.0,0.0,1.0,0.0,neu
4207,"Please tell me that I'm not the only one who feel emotional from watching this. This teared me up. I hope they'll regain their fame, they deserve it :""""",0.8271,0.0,0.712,0.288,pos
4208,I remember a few years ago I had a huge AOA phase and it was AOA content for days! I miss the other members but it's so great to watch the remaining members still perform. Chanmi is getting her moment! Yes! Shine through maknae!,0.9375,0.026,0.7,0.274,pos
4209,3:04 Shuhua kyeopta,0.0,0.0,1.0,0.0,neu
4210,my queens,0.0,0.0,1.0,0.0,neu
4211,AOA won this first round.,0.5719,0.0,0.519,0.481,pos
4212,Suddenly I want to be the floor.,0.0772,0.0,0.794,0.206,pos
4213,Seunghee is such A MOOD,0.0,0.0,1.0,0.0,neu
4214,"They deserve better at least 2nd
There stage persence is no joke",0.4404,0.135,0.552,0.313,pos
4215,I keep re-watching this randomly ever since it was released. OBSESSED.,-0.347,0.213,0.787,0.0,neg
4216,HAIL TO THE ACE OF ANGELS  !!!!!!!!! LOVE THEM FROM THE FIRST OT7,0.8456,0.0,0.575,0.425,pos
4217,That girl from omgirl is such a mood haha,0.4588,0.0,0.7,0.3,pos
4218,FNC please let them with this concept again  look everyone can die with this perfomance!!!!!  I miss this era so much.....,-0.6562,0.257,0.655,0.089,neg
4219,"AOA, EXID, Hello Venus and SISTAR got me hooked more into kpop. Coz why not? Ahem! 
Wonder Girls and 2NE1 were amazing, but AOA's generation brought the sexy with class feel and the 'better' video quality. More entertaining to uhh, watch. Ahem. They (FNC and PLEDIS) kinda have the best 'dance practice' videos. Girl groups these days are more about 'cutesy cutesy' concept (LOL) and 'badass' concept. Some are okay, but by now I've had enough of those already. Groups like TWICE and IZONE, I feel, are just wasting the talents of Momo and Chaeyeon, who can be more badass coz all they do is act cute and pretend they are. TWICE music seem to be changing though, and IZONE has one more year as a group. I hope by next year, they'll have more age-appropriate songs/performances. With AOA and EXID, I hope they'll make a comeback. EXID always does well, but I hope AOA doesn't try TOO MUCH in being sexy or fitting in. I hope they'll get a song that's perfect for their next comeback.",0.9965,0.033,0.665,0.301,pos
4220,i can't move on from this show,0.0,0.0,1.0,0.0,neu
4221,This is the sexiest concept I have ever seen,0.0,0.0,1.0,0.0,neu
4222,"The best girls group ever!!!
I LOVE  YOU SOOOO MUCH☆
                        from Japan",0.9003,0.0,0.473,0.527,pos
4223,"7 years...but the best of aoa is yet to come. 
*I LOVE YOU SEOLHYUN* ",0.8788,0.0,0.546,0.454,pos
4224,JUST WOW,0.5859,0.0,0.208,0.792,pos
4225,"Choa Left , still have Yuna 
Mina Left , Still Have Chanmi

If
Seolhyun Left , Idk what happen for AOA",-0.1027,0.076,0.924,0.0,neg
4226,雪炫luna太漂亮了吧！！！我啥时候能长那样,0.0,0.0,1.0,0.0,neu
4227,"Jimin se tan delgada 
Me siento preocupada por ella",0.0,0.0,1.0,0.0,neu
4228,"Sistar its gone, but we have aoa for sexy concepts (?)",0.6808,0.0,0.685,0.315,pos
4229,Jiminnnnnnnn❤,0.0,0.0,1.0,0.0,neu
4230,"Sexy, cute, and most importantly so fucking pretty and gorgeous. What's more? 



I miss ChoA and Mina damn much",0.9251,0.141,0.337,0.522,pos
4231,honestly thought aoa was dead and disbanding but this show is everything ,-0.1655,0.181,0.683,0.137,neg
4232,Omg  what the fuck did i just watched now  this show is amazing and crazy  they were hot&sexy,-0.2732,0.249,0.591,0.16,neg
4233,Peoples who used to call AOA is dirty sexy I think now they miss this concept haha cuz literally no one can do sexy concept better than AOA it already legendary.,0.7906,0.158,0.542,0.3,pos
4234,9 de octubre y todavía no puedo superar esto ,-0.296,0.268,0.732,0.0,neg
4235,^ _ ^❤❤❤❤❤,0.0,0.0,1.0,0.0,neu
4236,I wish i was a chair,0.4019,0.0,0.426,0.574,pos
4237,Aoa ver sexy,0.5267,0.0,0.37,0.63,pos
4238,You can’t have an AOA performance without Jimin’s “hey”s ,0.0,0.0,1.0,0.0,neu
4239,"Please remake song 'confused' with this 5 sexy member
#Elvis",0.743,0.0,0.526,0.474,pos
4240,Please go to streaming AOA sorry final performance,0.25,0.135,0.625,0.24,pos
4241,when they unzipped their zippers I think I suddenly became a man,0.0,0.0,1.0,0.0,neu
4242,They killed it!! Waiting for a come back,-0.7256,0.459,0.541,0.0,neg
4243,Sometimes they performed with 4 members somestimes ther perform with 5 member,0.0,0.0,1.0,0.0,neu
4244,1:57,0.0,0.0,1.0,0.0,neu
4245,This is lit  just lovely and sexy at the same time ,0.802,0.0,0.556,0.444,pos
4246,"Aoa: let us teach u kids how to be sexy
Their hoobae idol: eonnie noooooooo",0.5267,0.0,0.793,0.207,pos
4247,VGJunky you are so right.  Mature + Sexy is owned by AOA.,0.7745,0.0,0.572,0.428,pos
4248,i miss them so much i want them back with sexy concpets like those :( btw wheres minaaaaaaa,0.4549,0.196,0.479,0.325,pos
4249,i just realized. how the hell did a rap became fitting for a sexy song,-0.296,0.256,0.556,0.189,neg
4250,This was a win for 2nd gen stans,0.5859,0.0,0.612,0.388,pos
4251,OMG Seolhyun killed me TT_TT Chanmi had a solo dance omg i cried,-0.7964,0.441,0.559,0.0,neg
4252,Sexy!!!!,0.0,0.0,1.0,0.0,neu
4253,I'm going crazy. . . . . their voices are so sexy,0.4527,0.188,0.47,0.342,pos
4254,I loveeeee my aoa,0.0,0.0,1.0,0.0,neu
4255,Imagine If Choa and Mina were here,0.0,0.0,1.0,0.0,neu
4256,AOA literally changed the world with this song... these are queens,0.0,0.0,1.0,0.0,neu
4257,"If I didn't know I was Bisexual before, I would think I was now!<3 I seriously love verything about this song!",0.6229,0.083,0.683,0.234,pos
4258,มงลงมากค่า แม่ก็คือแม่ และนี้และคือ aoa สุดยอด,0.0,0.0,1.0,0.0,neu
4259,0:45   1:25 Moonbyul we know you’re gay but your wife is beside you keep it minimum,0.0,0.0,1.0,0.0,neu
4260,They are doing this  in HEELS!queens,0.0,0.0,1.0,0.0,neu
4261,Did anyone else notice how Jimin almost tripped? 3:54,0.0,0.0,1.0,0.0,neu
4262,0:19,0.0,0.0,1.0,0.0,neu
4263,i am SHAKING,-0.347,0.709,0.291,0.0,neg
4264,Man i miss aoa tho,-0.1531,0.348,0.652,0.0,neg
4265,Its time for kpop to bring this kind of sexy back. Watch and learn GGs! This is how you do sexy.,0.7584,0.0,0.745,0.255,pos
4266,Slay yorobun ~,0.0,0.0,1.0,0.0,neu
4267,❤,0.0,0.0,0.0,0.0,neu
4268,Kerennnnn,0.0,0.0,1.0,0.0,neu
4269,I know this is irelevant but at 3:59 the guy was so hansome,0.0,0.0,1.0,0.0,neu
4270,"Best AOA PERFORM EVER!!!! they dont show the energetic dance or complicated dance, they show "" THIS IS A SEXY STYLE FROM ANGLE'S """,0.844,0.08,0.602,0.318,pos
4271,and yuna even lost her ring and she handle her performance flawlessly,-0.128,0.163,0.709,0.128,neg
4272,they dont make groups like aoa anymore,-0.2755,0.26,0.74,0.0,neg
4273,gidleはみんな良いリアクションするなー,0.0,0.0,1.0,0.0,neu
4274,"I can't speak, every shot is too beautiful, this is the mature charm of women, I love it!",0.9312,0.0,0.463,0.537,pos
4275,6M~,0.0,0.0,1.0,0.0,neu
4276,"To anyone reading this, their new MV is out!",0.0,0.0,1.0,0.0,neu
4277,Hwaaaaaaa,0.0,0.0,1.0,0.0,neu
4278,This angel's killing me❤️,-0.6597,0.595,0.405,0.0,neg
4279,oh i miss this sexy vibe,0.5267,0.186,0.349,0.465,pos
4280,"now see
this is the thing 
that makes my 
very gay heart
go *owo*",0.0,0.0,1.0,0.0,neu
4281,I was so scared for AOA’s downfall after choa and mina left but seeing them in queendom SLAYING AF AND ACTUALLY COMING BACK STRONG ASJSJSKSKJSJ I STANNED HARDER THAN BEFORE,0.6655,0.062,0.773,0.165,pos
4282,QUEENS OF KPOP,0.0,0.0,1.0,0.0,neu
4283,Don't forget to stream Come see me on both FNC and 1theK channel !,0.2401,0.0,0.86,0.14,pos
4284,Jimin the prettiest here,0.5719,0.0,0.448,0.552,pos
4285,omg the whole performance i was unable breathe,0.0,0.0,1.0,0.0,neu
4286,"We got sexy Hyejeong on the left, seductive Seolhyun on the right. Rap goddess Jimin, Yuna with the beautiful vocals. Chanmi killing us with the dance break. Literally I died. ",-0.1779,0.199,0.62,0.181,neg
4287,"This performance felt like a powerful return for AOA. Like their iconic song Miniskirt was justified even more this time since the first time they released it!!! Although Choa isn't in the group anymore, she left a huge impact for AOA and the whole group itself too. True 'Elvis' (like myself!) had been supporting AOA for years even through their controversies and opinions that people had about them. Even when they were on hiatus legit I still listen to their songs to this day. AOA truly placed a mark on the kpop industry and is not credited enough for it.
 Keep supporting AOA!!!!",0.9696,0.018,0.763,0.218,pos
4288,"I’ve seen lots of kpop groups who do sexy concepts but when AOA does it, they always have this signature style of sexiness that’s why they are easy to recognize. Love them since 2014 (Miniskirt era) ❤️",0.9161,0.0,0.742,0.258,pos
4289,I can't tell how many times I've watched this amazing performance!!!,0.7488,0.0,0.626,0.374,pos
4290,OMG Jimin's HEY is just so!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0,1.0,0.0,neu
4291,It's like a MAMA performance!!,0.4738,0.0,0.493,0.507,pos
4292,"They're amazing. I miss the two members who left, I still hope they come back one day ⭐⭐⭐⭐⭐⭐⭐",0.7269,0.075,0.61,0.315,pos
4293,seolhyun... ma'am...,0.0,0.0,1.0,0.0,neu
4294,2:49,0.0,0.0,1.0,0.0,neu
4295,My goodness. Sexiness Overload!,0.2003,0.321,0.257,0.422,pos
4296,They are awesome,0.6249,0.0,0.328,0.672,pos
4297,CHO A COME BACK TO AOA PLEASE,0.3182,0.0,0.685,0.315,pos
4298,Seolhyun is a literal goddess. AOA lost their recognition thru the years. They deserve so much more!,-0.3802,0.147,0.853,0.0,neg
4299,Jungkook was mesmerized. Who wouldn't be.,0.0,0.0,1.0,0.0,neu
4300,Who is mixing AOA's original beats man?! they are crazy,-0.1007,0.207,0.616,0.177,neg
4301,I love shows like Queendom because it really shows the groups’ versatility. I’m falling in love with AOA ,0.8834,0.063,0.51,0.427,pos
4302,AOA PLEASE DONT DISBAND ANYTIME SOON. I LOVE UR ELEGANT SEXY CONCEPT  It is become rare in kpop nowadays,0.9511,0.0,0.468,0.532,pos
4303,"CAN SOMEONE EXPLAIN WHY AOA DON'T DO SEXY CONCEPTS ANYMORE, I MISS MINISKIRT AND LIKE A CAT ERAS DUH",-0.2206,0.21,0.671,0.12,neg
4304,That good,0.4404,0.0,0.256,0.744,pos
4305,2:41,0.0,0.0,1.0,0.0,neu
4306,WHY YOU GUYS DID TO ME GERRLLL OH MY GOD!!!!,0.0,0.0,1.0,0.0,neu
4307,I hope they win the competition bcs This was Hot,0.7717,0.0,0.511,0.489,pos
4308,PERFEITAS,0.0,0.0,1.0,0.0,neu
4309,"I'm so happy that AOA is doing this! I thought they were done, But now hoping this revitalizes their Group and they do another comeback!! I think its so cool that the other groups are so supportive! I'm American and don't really understand what this program is all about? Just happy that AoA is doing this!!",0.9572,0.0,0.733,0.267,pos
4310,"TEN WORDS

SHIN JIMIN
SEO YUNA
SHIN HYEJEONG
KIM SEOLHYUN
KIM CHANMI
 Thank you for coming for my ted talk",0.3612,0.0,0.884,0.116,pos
4311,"After SISTAR, AOA is the next group that i know with sexy concept. Real queen. They deserve love, respect, and support.",0.9246,0.0,0.544,0.456,pos
4312,I think AOA should've been higher ranked than Lovelyz.,0.0,0.0,1.0,0.0,neu
4313,Aoa Queens I'll never underestimate them again,0.2235,0.0,0.761,0.239,pos
4314,Moonbyul is realy into it,0.0,0.0,1.0,0.0,neu
4315,aoa show us how sexy concept should be,0.5267,0.0,0.673,0.327,pos
4316,"mọi người  cho mình xin tên 3 thành viên còn lại đi, mình chỉ biết seolhyun với jimin. thích nhất chị hát mở đầu",0.0,0.0,1.0,0.0,neu
4317,Cambiaron arto ,0.0,0.0,1.0,0.0,neu
4318,miniskirt in 2019 hits differently,0.0,0.0,1.0,0.0,neu
4319,Who said Miniskirt is a trash?,0.0,0.0,1.0,0.0,neu
4320,0:58,0.0,0.0,1.0,0.0,neu
4321,"Look, loved this soo much. You guys are true queens, I will forever support you guys, in your words ""drop it"" cuz y'all dropped it like it was hot and yes sir it was ✨",0.91,0.048,0.618,0.334,pos
4322,"Sexy yet not Dirty 
Queen AOA",0.7009,0.0,0.408,0.592,pos
4323,Seolhyun is probably the most gorgeous woman I’ve ever seen in my life,0.6478,0.0,0.737,0.263,pos
4324,"Definition of AOA = Sexy,elegant,high class",0.0,0.0,1.0,0.0,neu
4325,"AOA is beautiful 
'",0.5994,0.0,0.339,0.661,pos
4326,私はこれを何回見る気なんだw,0.0,0.0,1.0,0.0,neu
4327,Uowwwww,0.0,0.0,1.0,0.0,neu
4328,They should do a sexy comeback,0.5267,0.0,0.541,0.459,pos
4329,Why do i keep watching this???,0.0,0.0,1.0,0.0,neu
4330,this is just too good,0.4404,0.0,0.58,0.42,pos
4331,I miss choa,-0.1531,0.615,0.385,0.0,neg
4332,I swear there were 2 more members of aoa,-0.0516,0.167,0.833,0.0,neg
4333,Dije yo; que su tiempo de carrera aun puede continuar,0.0,0.0,1.0,0.0,neu
4334,3.26. Who is she? (Oh my girls) Left side,0.0,0.0,1.0,0.0,neu
4335,Why are all the girls backstage so taken aback in the beginning lol. This is the choreo since the beginning XD,0.8091,0.0,0.722,0.278,pos
4336,WHUT DID I JUST WATCHED???? This is how SEXY SHOULD BE. They look expensive.,0.7264,0.0,0.702,0.298,pos
4337,Maybe.. i'm not straight,-0.1695,0.357,0.643,0.0,neg
4338,MAMA performance we never had.,0.0,0.0,1.0,0.0,neu
4339,OMG i don`t know she cannnnn,0.0,0.0,1.0,0.0,neu
4340,This deserved higher than 4th place.,0.0,0.0,1.0,0.0,neu
4341,Please go to streaming AOA sorry final performance,0.25,0.135,0.625,0.24,pos
4342,"Other group: *brings an army*
AOA: *whERE IS MY MINISKIRT AND CHAIRS*",0.0,0.0,1.0,0.0,neu
4343,seunghee is *SUCH A MOOD* omg this girl represents me so much *during this whole show* ,0.0,0.0,1.0,0.0,neu
4344,"Oh my god.. No one can beat AOA when it comes to their sex appeal, dear GOD.",0.4995,0.102,0.647,0.251,pos
4345,"The skirt unzipping is AOA’s signature move.
DROP IT!!",-0.5294,0.299,0.701,0.0,neg
4346,AOA looks seductive and sophisticated at the same time. Their charismas’ no joke.,0.5574,0.122,0.556,0.322,pos
4347,Who else can relate to everyone gaying over aoa at 1:25?,0.0,0.0,1.0,0.0,neu
4348,"I remember back then, AOA and APINK were designed to rival SNSD... but SNSD was very much UNSTOPABLE at that point... but here in this performance, I see why... I didnt like them back then, cause they were so RACY for me at the time... but now, Im wondering why I didnt stan them then lol...",-0.395,0.05,0.95,0.0,neg
4349,"SEOLHYUN COULD REALLY PASS AS A BOND GIRL.
I CAN IMAGINE  HER AS THE LEADING LADY OF JAMES BOND!",0.0,0.0,1.0,0.0,neu
4350,So How the F*** AOA ranked 4th for this Fab performance?,0.5423,0.0,0.741,0.259,pos
4351,this is what we called naturally sexy,0.5267,0.0,0.638,0.362,pos
4352,Lovin' AOA. ❤️,0.0,0.0,1.0,0.0,neu
4353,Yes AOA yess!  Queens are back!,0.508,0.0,0.604,0.396,pos
4354,"This remake is honestly a step up from the original! SO GOODDDDD I CAN""T STOP LISTENING TO IT HELP",0.6332,0.149,0.502,0.349,pos
4355,#AOADESERVEACOMEBACK PERIOD.,0.0,0.0,1.0,0.0,neu
4356,"First this and then egotistic, i'm falling for AOA charms ",-0.0258,0.288,0.504,0.209,neg
4357,0:46 Moonbyul is my gay soul,0.0,0.0,1.0,0.0,neu
4358,My inner gay just burst out!!,0.0,0.0,1.0,0.0,neu
4359,"love it,,,",0.6369,0.0,0.192,0.808,pos
4360,I really love this part 4:59,0.6697,0.0,0.471,0.529,pos
4361,moonbyul at 00:46 is literally me everytime I watch this. aoa are so alluring it's impossible to not keep coming back to watch this ❤️,0.0,0.0,1.0,0.0,neu
4362,"Older idol: awwwwww~~~
Younger idol: arrgghhhhh!!!!

Me: ah oh ah yesssss~~!!",0.0,0.0,1.0,0.0,neu
4363,"i kind of love hate the difference between their two performances views. like i wish this had more, but seeing the hype around their other performance is so endearing bc aoa is being recognized more now instead of only for a killer sexy concept",0.128,0.153,0.647,0.2,pos
4364,that guy is me fr 3:58,0.0,0.0,1.0,0.0,neu
4365,Lmao Moonbyul is me,0.5994,0.0,0.435,0.565,pos
4366,Wait can someone explain to me the premise of the show??? Cuz i love AOA so much holy but whats going on,0.4836,0.0,0.864,0.136,pos
4367,As if this song couldn't get any better ... AOA you're killing me !!!,-0.8263,0.39,0.61,0.0,neg
4368,give them a fckin comeback im not a fan but idk ive been watching this nonstop like for real,0.4961,0.073,0.694,0.233,pos
4369,Seolhyun visual is stunning,0.3818,0.0,0.536,0.464,pos
4370,Where is mina ?,0.0,0.0,1.0,0.0,neu
4371,For me AOA should have gotten 1st in the 1st mission ~~,0.0,0.0,1.0,0.0,neu
4372,Hermosas,0.0,0.0,1.0,0.0,neu
4373,"They never get old
Seolhyun got sexier
Jimin finally getting the attention she deserves
Chanmis dance moves amazing as ever
Yunas vocals
Hyejeongs visual
Though chao and mina left im still cheering for them",0.7964,0.0,0.818,0.182,pos
4374,One of my fav aoa song,0.4588,0.0,0.625,0.375,pos
4375,Woooo now i into girl group like thsi,0.3612,0.0,0.706,0.294,pos
4376,Dude the first girl sounded like Britney Spears,0.3612,0.0,0.737,0.263,pos
4377,I know that I am not the only one who’s coming back to watch aoa’s performance ❤️,0.0,0.0,1.0,0.0,neu
4378,Talento puro ,0.0,0.0,1.0,0.0,neu
4379,Everyone can try but no one can beat AOA when it comes to being sexy and classy performers,0.7684,0.107,0.571,0.322,pos
4380,I C O N I C,0.0,0.0,0.0,0.0,neu
4381,Please go to streaming AOA sorry final performance,0.25,0.135,0.625,0.24,pos
4382,Please go to streaming AOA sorry final performance,0.25,0.135,0.625,0.24,pos
4383,i love AOA ,0.6369,0.0,0.192,0.808,pos
4384,AAAAA KO BUNUH JELA AQUE SHIN JIMIN,0.0,0.0,1.0,0.0,neu
4385,"Even though it's only 5 people, they really shine!!!",0.0,0.0,1.0,0.0,neu
4386,Wao ellas reynando como siempre son unos de los mejores grupos ,0.0,0.0,1.0,0.0,neu
4387,"When it comes to sexiness, AOA can't go wrong.",0.3724,0.0,0.758,0.242,pos
4388,"AOA is so cool, they perform sexily but not dirty sexy",0.113,0.219,0.477,0.304,pos
4389,I religiously watch this every night.,0.0,0.0,1.0,0.0,neu
4390,"I cried watching this. As an Elvis, I'm so proud of them.  Chanmi slayed her solo, and I loved every other moment. AOA drop it!",0.6687,0.147,0.596,0.257,pos
4391,"Seolhyun is one of the most beautiful and gorgeous women I have EVER seen WOW!!!
currently questioning my sexuality",0.9378,0.048,0.478,0.474,pos
4392,I stan g-idle and mmo and not Aoa but. They deserve to win Queendom.,0.7351,0.0,0.698,0.302,pos
4393,3:04 Shuhua HAHAHAHAHAHA,0.0,0.0,1.0,0.0,neu
4394,If AOA does not win this program I will be very upset. Legends without defects.,-0.5729,0.31,0.572,0.117,neg
4395,"I sooo much love Chanmi and Hyejeong's tops ! 
By the way, not even surprised that they own the stage like the queens they've always been !",0.8726,0.052,0.62,0.328,pos
4396,I don't know how I haven't seen this earlier. I thought it was over when Mina didn't renew her contract. AOA is my ultimate bias. I hope they decide to visit the US again.,0.3612,0.043,0.867,0.09,pos
4397,"Yuqi has all right ""they're in another level""",0.0,0.0,1.0,0.0,neu
4398,I thought im ready to be gay all over them until 3:59 thanks for reminding me that im straight,0.743,0.0,0.673,0.327,pos
4399,I’m sure no one get bored with AoA they’re perfectly on sexy concept but not dirty and turn into elegant AoA you make me proud❣️,0.89,0.09,0.516,0.393,pos
4400,Where’s Mina? ):,-0.4215,0.583,0.417,0.0,neg
4401,Yes... This was an amazing performance. As expected from the queens,0.5859,0.0,0.725,0.275,pos
4402,"This make me miss old aoa (mina, choa) ,the first kpop girl group which I followed,QQ",-0.1531,0.103,0.897,0.0,neg
4403,My queens♥️♥️,0.0,0.0,1.0,0.0,neu
4404,That comment at 4:31 ,0.0,0.0,1.0,0.0,neu
4405,THIS SCREAMS CLASSY IN ANOTHER LEVEL,0.1779,0.242,0.44,0.319,pos
4406,They're just soo sexy ,0.5267,0.0,0.469,0.531,pos
4407,"if you're using an iPhone please kindly buy their cover song on iTunes. The sales & digital points (streaming, downloading using korean based sites: Melon, KakaoMusic, Bugs, Genie, Mnet, Naver Music, Olleh Music & Soribada) will be counted at the finale.
THAT WOULD BE A GREAT CHANCE FOR OUR GIRLS TO WIN.
SUPPORT AOA",0.9684,0.0,0.681,0.319,pos
4408,THE BEST OF THE NIGHT!!,0.6988,0.0,0.455,0.545,pos
4409,we need FANCAMS,0.0,0.0,1.0,0.0,neu
4410,I think many boy got their bone now.,0.0,0.0,1.0,0.0,neu
4411,WE NEED MORE !!!!!!!! AOA4LIFE,0.0,0.0,1.0,0.0,neu
4412,Ahhh i cannot choose between aoa n omg they are so hot!,0.0,0.0,1.0,0.0,neu
4413,I TEARED A LIL ,0.0,0.0,1.0,0.0,neu
4414,AOA I'm so Elvis,0.0,0.0,1.0,0.0,neu
4415,The gay panic was strong in this one...,0.0,0.262,0.476,0.262,neu
4416,❤❤❤❤,0.0,0.0,1.0,0.0,neu
4417,aoa is really something,0.0,0.0,1.0,0.0,neu
4418,1:26 them gays enjoying tho,0.5267,0.0,0.541,0.459,pos
4419,girl groups being gay for aoa 5 minute straight,0.2263,0.0,0.787,0.213,pos
4420,3:59 I thought ‘twas Jungkookiiee ❤️,0.0,0.0,1.0,0.0,neu
4421,I want to  be the chair > <,0.0772,0.0,0.755,0.245,pos
4422,ชอบรีแอ๊คผู้ชายที่ 3.59 มาก5555 เราเป็นผู้หญิงยังมองตาค้างเลย สุดยอดมากก,0.0,0.0,1.0,0.0,neu
4423,Thats what we call A WOMAN group,0.0,0.0,1.0,0.0,neu
4424,Comback AoA,0.0,0.0,1.0,0.0,neu
4425,What is this show,0.0,0.0,1.0,0.0,neu
4426,sus reacciones son tan lésbicas las amo,0.0,0.0,1.0,0.0,neu
4427,Lol look at mamamoo just gaying over this sexiness hahahahaha,0.4215,0.0,0.763,0.237,pos
4428,lets get to 6m,0.0,0.0,1.0,0.0,neu
4429,"Omg yes!!! I love AOA!! Miniskirt was and will forever be one of my favourite songs and choreographies from them!! Of course this one has a few additions to the choreo that was in the music video, but it’s a great addition. It’s nice to see new people experiencing their performance. I really hope they get much more recognition.",0.965,0.0,0.722,0.278,pos
4430,Is there a no reaction version? Iol,-0.296,0.306,0.694,0.0,neg
4431,I love you forever ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0.6369,0.0,0.417,0.583,pos
4432,5.5m :),0.4588,0.0,0.25,0.75,pos
4433,An amazing performance by AOA. They are bringing sexy back. Miniskirt is one of their best songs. ,0.9081,0.0,0.551,0.449,pos
4434,Jimin looks like the little girl naeun,0.3612,0.0,0.706,0.294,pos
4435,"They don't make groups (or concepts) as sensual/sexy as they they did with 2nd gen girl groups anymore. No Sistar, Miss A, Girls Day, Stellar, Brown Eyed Girls, Secret, 4minute. I really miss my hoe anthems. LOL. AOA DEFINITELY deserved to get 1st place (I'm a Mamamoo/2ne1 stan). I hope they continue showing us their potential. I've really missed AOA and their music.
Not to mention that they came back and performed their BANNED CHOREOGRAPHY. Freaking bad asses, man. Hwaiting, AOA!",-0.768,0.192,0.706,0.102,neg
4436,"Honestly I thought that being only 5 from 7 would be bad, but they're still perfect, even more perfect than before.",0.8968,0.079,0.494,0.427,pos
4437,"Damn AOA didnt come to play. After a long hiatus they come out to show, how do you perform. Look at those views",-0.577,0.191,0.809,0.0,neg
4438,They ain't my fave group but they deserve the first spot.,-0.1786,0.146,0.854,0.0,neg
4439,Where is Mina and ChoA?,0.0,0.0,1.0,0.0,neu
4440,"I'm getting such a different vibe with AOA now, like their charisma and confidence ia showing and shining through in ways it hasn't before. I used to like their songs but not their stages, and now their stages something I look forward to. It's no longer Seolhyun and friends, it's AOA.",0.7184,0.05,0.773,0.176,pos
4441,"As much as I love all the other groups in this show, Aoa deserved the 1st place without doubt.",0.7438,0.0,0.717,0.283,pos
4442,"I’m a woman and I craved AOA so badly. This classy sexy concept, they are so god damn talented",0.7095,0.226,0.357,0.417,pos
4443,I’d say 1M of the views is me i just come here automatically every time I open Youtube,0.0,0.0,1.0,0.0,neu
4444,"You really can't underestimate AOA when it comes to sexy concept. I mean, there are other groups who can do sexy concept as well but AOA is just... Idk fam they are the founder of that concept and I love it.",0.8941,0.033,0.688,0.278,pos
4445,AoA deserve to win this whole show,0.5859,0.0,0.612,0.388,pos
4446,I'm not a fan of AOA.....but I've literally been watching this for like GOD KNOWS HOW MANY TIMES,0.5221,0.092,0.657,0.25,pos
4447,Still slaying after 7 years.... I'm so proud of AOA,0.6113,0.0,0.667,0.333,pos
