,comment,compound,negative,neutral,positive,whether_pos_or_neg
4718,I love singing.,0.6369,0.0,0.192,0.808,pos
4719,"I thought Mamamu would take care of everything at first.
The Mamamu was expected to be the number one because it was decided by the fandom number anyway, but unlike the beginning of Queendom, the appearance of Oh My Girl next to him is like a miracle.
There are no foreign buffs because there are no foreign members, but it seems to prove that fans have been recognized for three months because of their ability, appearance and personality.
All the stages shown so far will be a milestone for the stage that Oh My Girl shows newly.
I couldn't say it was good, but I really applaud you for standing next to Mamamu.
The true winner of Queendom ... I found it ~ Oh my girl ~ ❤",0.9806,0.038,0.735,0.227,pos
4720,It's Destiny's real respec!,0.0,0.0,1.0,0.0,neu
4721,It's so good ...,0.4927,0.0,0.484,0.516,pos
4722,의 Song Mark: Seo-si & Mimi (Oh ​​My Girl) Lyrics,0.0,0.0,1.0,0.0,neu
4723,"First place in my heart
I'm the biggest beneficiary.",0.4767,0.0,0.721,0.279,pos
4724,I usually liked Seunghee but it's better to see this Oh My Girl will come back with this concept,0.6956,0.0,0.736,0.264,pos
4725,"Guerrillas behind the children Ryan stage
Water Fire Concept 2 comfortable in the morning",0.2263,0.144,0.659,0.198,pos
4726,Did Queendom say it was a war and it was a real war ...,-0.8316,0.438,0.562,0.0,neg
4727,걍 I want to keep Queendom.,0.0772,0.0,0.698,0.302,pos
4728,Oh my girl is very cool ♡♡,0.3804,0.0,0.698,0.302,pos
4729,When will the guerrilla music video come out?,0.0,0.0,1.0,0.0,neu
4730,"I really didn't know Oh My Girl, but the infant dances well, sings well, and Hyo-Jung was just a poodle. ... I will reflect myself .....",0.6486,0.0,0.798,0.202,pos
4731,I love singing.,0.6369,0.0,0.192,0.808,pos
4732,I was ignorant that omgyeom princess princess will be cute ㅠ ㅠ so elegantly charismatic and wonderful ㅠ ㅠ goddess of victory what ㅠㅠ,0.8534,0.076,0.545,0.379,pos
4733,Congratulations on second place !!!!! I had a hard time !!!!! My kids are so proud !!!! # 1 in my mind !!!!!!!!,0.8644,0.053,0.605,0.342,pos
4734,Seunghee's real look,0.0,0.0,1.0,0.0,neu
4735,"I really like the Omgirl concept. I don't have to be a girl crush to be strong and strong, but I've shown that I can show my strength in the frame while keeping my dreamy and fairytale base. The stages were the best. The dreamy melody and the lyrics are also very good.",0.9652,0.02,0.657,0.322,pos
4736,I feel like watching a musical,0.3612,0.0,0.545,0.455,pos
4737,It's so good to see you hit me and wait for the time with you ㅠ ㅠㅠㅠ ❤,0.4927,0.0,0.824,0.176,pos
4738,I really listened to the music because it was the best sounding song.,0.6369,0.0,0.724,0.276,pos
4739,This is my best love concept I did,0.8555,0.0,0.373,0.627,pos
4740,Look at Seunghee's tone.,0.0,0.0,1.0,0.0,neu
4741,Jiho voice full treasure ... I'm so refreshing.,0.296,0.0,0.761,0.239,pos
4742,It looks like a combination of siren and pirates ... c Actually when I listened to the song I did not draw much but I did not see why.,0.1901,0.0,0.929,0.071,pos
4743,"Beanie Hyojeong Toddler Seung Hee, part after another, I love it so much.",0.6369,0.0,0.724,0.276,pos
4744,You should see this and full cam once a day,0.0,0.0,1.0,0.0,neu
4745,Why don't everyone talk about infants? It's like the best god in the world of infants ... It's so pretty and classy.,0.944,0.0,0.514,0.486,pos
4746,1:45 It's really nice to walk out with this part of Seunghee's song.,0.4754,0.0,0.795,0.205,pos
4747,It feels like this stage oh my girl is covering the game with their singing skills. Of course the performance and stage quality are awesome.,0.765,0.0,0.777,0.223,pos
4748,This song is so good,0.5777,0.0,0.517,0.483,pos
4749,0:55 start point,0.0,0.0,1.0,0.0,neu
4750,It's creepy after a while ...,0.0,0.0,1.0,0.0,neu
4751,Oh my girl is pretty but it's not a joke,-0.0598,0.204,0.612,0.184,neg
4752,"Who knew I'd like a girl group,",0.3612,0.0,0.667,0.333,pos
4753,Seunghee ... Seunghee ..... Seunghee ㅠㅠㅠ ㅠㅠㅠ I feel like I was hit by a 3 ton truck ㅠ ㅠㅠㅠ No TT TT TT TT TT,0.0772,0.093,0.802,0.105,pos
4754,I only think I'll be sick in 3:30 ...?,-0.5106,0.32,0.68,0.0,neg
4755,Ornaments on that head Queendom When they first started introducing themselves? I think I used it when I did that,0.0,0.0,1.0,0.0,neu
4756,Hyojeong tone honey,0.0,0.0,1.0,0.0,neu
4757,The styling is crazy.,-0.34,0.444,0.556,0.0,neg
4758,"Infant at this time, charismatic jackpot Seung Hee victory when sing forever voice is really good ㅠㅠ",0.4927,0.0,0.834,0.166,pos
4759,"I saw how hard and cool an idol was.
Why choreographed hard singing and singing in two days
No matter how hard and exhausting you are, you are already a queen.
It's really cool you don't give up because you want to.",-0.2263,0.19,0.661,0.149,neg
4760,"It was better because the stage was shown mainly by my girls, not by dancers.",0.4404,0.0,0.828,0.172,pos
4761,4:11 Why is it so nice to have chords with Hyo-jeong and Beanie?,0.5598,0.0,0.768,0.232,pos
4762,Wow and weeping at the stage .... I was impressed .....,0.6124,0.173,0.417,0.411,pos
4763,Seung-hee remembers every time ... I see it once again,0.0,0.0,1.0,0.0,neu
4764,"Oh my girl songs are always the words of the people who listen to the lyrics, tears and tears ... ㅠ ㅠ Whenever I hear a secret garden, something in my heart is filled with tears, but this song is filled with tears ... It's great to have the power to overcome and it's like that song. Cheer up by listening to songs every day",0.8922,0.09,0.729,0.18,pos
4765,The song is so good ... It's really pure power,0.5777,0.0,0.706,0.294,pos
4766,"This stage seems to be Hyojung's best visual as well.
I'm really creepy at the last part",0.743,0.0,0.704,0.296,pos
4767,I thought Mamamu was a rice cake but I couldn't predict ranking because of my kids,0.0,0.0,1.0,0.0,neu
4768,4:12 A group of subvocals also pick up treble adlips ..... Bae You Bin ... You can't breathe with a comma.,0.0,0.0,1.0,0.0,neu
4769,"When I saw the beanie trembling, I got upset at the moment ... Do you remember your sister? You know that I'm your sister's doll at the high-end puppets",-0.6249,0.169,0.831,0.0,neg
4770,Swallow the stage to do whatever you want,0.0772,0.0,0.843,0.157,pos
4771,"Honestly, this omg girl song is addictive, but I'm sick of the stage.",-0.5346,0.255,0.63,0.115,neg
4772,And beanie treble part two times ♡♡,0.0,0.0,1.0,0.0,neu
4773,Shotsha did something like Zen today.,0.3612,0.0,0.667,0.333,pos
4774,Sing forever ♥,0.0,0.0,1.0,0.0,neu
4775,"Yusia Moment
0:58
1:39
2:42
3:50
3:58
4:30",0.0,0.0,1.0,0.0,neu
4776,The group that wants to work well only if they work well .. The group that has been good and talented and competent has come up only because of the song. I knew it was coming from Cupid. It's a wasteful group now.,0.8934,0.0,0.739,0.261,pos
4777,All of our face dogs were legends. We took the legend this time.,0.0,0.0,1.0,0.0,neu
4778,Seunghee's hair is so pretty.,0.6269,0.0,0.493,0.507,pos
4779,Whenever I see a dog,0.0,0.0,1.0,0.0,neu
4780,Our Jiho .. Duitduit Whyke cute? .... ㅠ ㅡ ㅠ ♡♡♡,0.4588,0.0,0.7,0.3,pos
4781,Do everything you want to do ... Oh my dog ​​is cool but sincerely..ha ... I feel dizzy ㅠㅠㅠ,-0.1406,0.117,0.744,0.139,pos
4782,"Oh, oh girl and kids are really good at the stage.",0.4927,0.0,0.758,0.242,pos
4783,How hard have they been?,-0.1027,0.259,0.741,0.0,neg
4784,4:25 stuffed,0.0,0.0,1.0,0.0,neu
4785,"It's so good that Hyojeong is outstanding, but I can't see only Hyojeong, but Beanie Toddler Mimi Jiho Arin Seung Hee is so nice to see each one.",0.8598,0.0,0.716,0.284,pos
4786,"1:46 Seung-hee's expression and walking ..
4:25 A relaxed smile that seems to be sure of victory",0.7906,0.0,0.619,0.381,pos
4787,This song is so good. Oh my girl has a lot of vocals and fun to listen to.,0.793,0.0,0.681,0.319,pos
4788,"I can't escape for a week
Do you think of Queen (Aquaman Mom) before Aquaman in Aquaman?
It's cool over the rope expression",0.1979,0.067,0.833,0.101,pos
4789,This song will make a music video too ...,0.0,0.0,1.0,0.0,neu
4790,Jiho's voice is so cool that it's like a drop of water,0.5254,0.135,0.513,0.352,pos
4791,"I'm sorry to mention in the omg video, but somehow the children seem to fight with lion's paws, teeth, and a huge sword, and the omg girl seems to fight with a long spear with a magical window. Is so hot",-0.6124,0.177,0.757,0.066,neg
4792,"When I first heard this song, I thought it wasn't really good.",-0.3865,0.226,0.774,0.0,neg
4793,Attention! It's a savory sensation,0.0,0.0,1.0,0.0,neu
4794,Jiho's last two-dud drop of water,-0.2732,0.296,0.704,0.0,neg
4795,I don't know how many times I've gotten up.,0.0,0.0,1.0,0.0,neu
4796,I'm waiting for my comeback.,0.0,0.0,1.0,0.0,neu
4797,Thank you,0.3612,0.0,0.286,0.714,pos
4798,This song is so addictive.,0.0,0.0,1.0,0.0,neu
4799,Intro storm.,0.0,0.0,1.0,0.0,neu
4800,Like an infant can really hold the mood,0.3612,0.0,0.737,0.263,pos
4801,"It seems like children are trying to keep the king's place, and Oh My Girl is like a revolutionary trying to take the place ....",0.6124,0.0,0.815,0.185,pos
4802,Are you watching WM? I want a lot of concepts like this,0.4215,0.0,0.678,0.322,pos
4803,It's really nice to walk out of Seung Hee,0.4754,0.0,0.721,0.279,pos
4804,"The stages are all good, but Oh My Girl's charisma is especially good because it feels like ""Let us go forward together.""",0.8422,0.0,0.677,0.323,pos
4805,3:43 Is this part Seunghee really crazy?,-0.4005,0.31,0.69,0.0,neg
4806,Infant Hyojeong Seung Hee,0.0,0.0,1.0,0.0,neu
4807,I remember Moonlight Sailor Moon. It's a really cool stage.,0.3804,0.0,0.73,0.27,pos
4808,Seunghee's tone is really good,0.4927,0.0,0.556,0.444,pos
4809,It should be said that the utilization of the goods is really good,0.4927,0.0,0.79,0.21,pos
4810,I really feel it after seeing it a few times.,0.0,0.0,1.0,0.0,neu
4811,The infant didn't seem to be hanging out,0.0,0.0,1.0,0.0,neu
4812,"As Mimi said in the interview, the more she sang the lyrics, the better the song and the stage. I was so happy and proud every Thursday because I am a fan of Oh My Girl. In that sense, all stages of the Queen's Omgirl win, regardless of their standing in the Queen. Now let's sing omggirl and miracle victory forever and shine forever. It was so wonderful today ♡ We look forward to future activities ♡",0.9791,0.0,0.717,0.283,pos
4813,"Jihoya, I'm pretty, always cheering ❤❤ Hyojeong, Arin, Beanie, Seunghee, Mimi, Infant ‍❤️‍",0.7579,0.0,0.629,0.371,pos
4814,Why is it so good that Sister Seung Hee walks in at 1:45?,0.5777,0.0,0.762,0.238,pos
4815,WM Can we expect the year-end awards this time?,0.4588,0.0,0.727,0.273,pos
4816,The last motion is from debut,0.0,0.0,1.0,0.0,neu
4817,Can't we have a collaboration with the children at the end of the year? Let's leave the stage composition and everything to the kids as it is now. What if two really different teams meet? I think I'm going to make a stage like a musical.,0.3939,0.027,0.908,0.065,pos
4818,"From 3:36 Seunghee was crazy, especially 3:43 .. ㅠ",-0.34,0.255,0.745,0.0,neg
4819,I really thought that I would be the coordinator of the Omgirl. Every moment is a legend.,0.0,0.0,1.0,0.0,neu
4820,"Originally, I didn't comment well, but the stage that I showed in Queendom was the best, and this song is a real legend",0.7501,0.056,0.714,0.23,pos
4821,"Infants are really overlooked ... I only see infants ㅠ ㅠㅠㅠ Rather, because of the infants other members are compared; Seunghee's expression is so good and Mimi's tone is crazy",0.2378,0.117,0.768,0.115,neg
4822,"Arin wants to do something like radio.
It would be great if the radio was running with a loose voice.",0.6486,0.092,0.643,0.265,pos
4823,"A little bit of Seung Hee's voice feels thin and thin, but when you sing, you can say that it's a very hard spit, and a hard little boulder is outburst.",-0.473,0.136,0.864,0.0,neg
4824,"Isn't infant face cute ?! No, everyone is so pretty",0.1848,0.309,0.435,0.256,neg
4825,I think it's the seven princesses and warriors who always win the war and come back to be respected and loved by the people.,0.7845,0.116,0.564,0.32,pos
4826,Video coming in every day ..,0.0,0.0,1.0,0.0,neu
4827,I've never seen Hyojung laughing before.,-0.3875,0.345,0.655,0.0,neg
4828,"Whenever you look and choreographed Seunghee, you'll be excited .;",0.34,0.0,0.789,0.211,pos
4829,Hyojung Seunghee's main vocal is so cool ... Hyojung is really great because she thinks that Alba has done everything since she was in middle school.,0.8118,0.0,0.765,0.235,pos
4830,Toddlers are so killer and Seunghee are so seal ...,-0.7573,0.379,0.621,0.0,neg
4831,"I'm a big fan of Seung Hee, Seunghee",0.3182,0.0,0.723,0.277,pos
4832,Costumes are really pretty,0.5413,0.0,0.462,0.538,pos
4833,Late Queen: The secret garden that appeared without a fate to the twilight of life ... Thank you for being able to become a serf.,0.3612,0.0,0.898,0.102,pos
4834,Next is kingdom and queen again.,0.0,0.0,1.0,0.0,neu
4835,Like the Valhalla female warriors,0.3612,0.0,0.615,0.385,pos
4836,"Like the beanie twilight ponytail.
Even now, it's real",0.3612,0.0,0.762,0.238,pos
4837,Infants are good at any concept.,0.4404,0.0,0.633,0.367,pos
4838,"Isn't this ""found Oh My Girl"" at 4:43?
Isn't that my greeting?
Hyojeong sister
1:37 1:55 2:09 2:15 2:58 3:13 3:18 3:23 4:09 4:25
Mum sister
1:18 2:25 2:33
Sister
0:50 3:50 4:31
Sister
1:46 2:03 2:50 3:05 3:32 3:43 3:53 4:17 4:24
Sister
1:20 2:18
Beanie
1:26 2:28 4:13
Sister
1:16
This is the highlight of my sister's sisters.",0.1471,0.035,0.921,0.044,pos
4839,Opening Song-Secret Garden-Destiny-Twilight-Guerrilla ... ♥,0.0,0.0,1.0,0.0,neu
4840,But the lens color is insignificant red or it was green alone. The members are all red.,-0.5267,0.227,0.773,0.0,neg
4841,"We will be a singer forever.
And give me a lot of hair ...
It's the best legend hair ㅠ ㅠㅠㅠ ㅠㅠㅠ You are the best ㅠㅠ ㅠㅠㅠ ㅠㅠㅠ
It's the best hair I've ever had. The most beautiful hair I've ever had. The makeup is the best. I like the best. It's really fun. Everything is really fun.",0.989,0.0,0.569,0.431,pos
4842,Oh my god,0.2732,0.0,0.488,0.512,pos
4843,Real oh my girl seems to have a good stage composition. The bb dance is also modest.,0.4404,0.0,0.838,0.162,pos
4844,"Oh, it's like a grand chase song ㅠㅠ It's like a song of friendship and victory that the grand chase members gather before defeating the final boss ㅠ ㅠㅠㅠ",0.8834,0.071,0.548,0.381,pos
4845,Seunghee on stage is so cool,0.4572,0.0,0.626,0.374,pos
4846,You're good at it,0.4404,0.0,0.508,0.492,pos
4847,It's like choreographing Oh My Girl moving forward in a whirlwind of choreography,0.3612,0.0,0.815,0.185,pos
4848,Omgirl was always ready to be the longest girl group in the terrestrial world. I think it's amazing that the Poten could burst with the opportunity of Queendom.,0.8442,0.0,0.725,0.275,pos
4849,"In the Trojan War of Greek Roman mythology, the gods fight side by side, and it looks like Athena ..",-0.6124,0.25,0.654,0.096,neg
4850,"Hyojeong: Pirates
Toddlers: Goddess of the Sea
Seunghee: The princess who played
Mimi: Emperor
Arin: Mermaid
Jiho: The Emperor's Finely Grown Daughter
Beanie: Feeling like a grown princess",0.6597,0.0,0.789,0.211,pos
4851,I can't move the camera,0.0,0.0,1.0,0.0,neu
4852,Oh my gosh!,0.0,0.0,1.0,0.0,neu
4853,I wish I had spent more money on the kids at wm.,0.4019,0.0,0.769,0.231,pos
4854,I look at Seung Hee's infant hyojeong here,0.0,0.0,1.0,0.0,neu
4855,"Everybody's so pretty ... Voices are like fairies
The Moon Goddess itself
1:19 Jiho
1:28 / 2:32 beauty
beauty
1:45 / 3:21 Infant",0.9273,0.0,0.556,0.444,pos
4856,"Oh My Girl, Pretty, Pretty Sister, Sister, Pretty",0.8625,0.0,0.342,0.658,pos
4857,I think I have a small amount,0.0,0.0,1.0,0.0,neu
4858,First part Starting infant part Why is it so good?,0.5777,0.0,0.706,0.294,pos
4859,"1:46 ~ 1:49 Do you know a song that feels like a second? ㅠㅠ I have heard before (pretty old), but I can't remember the title of the song.",0.1901,0.0,0.929,0.071,pos
4860,I really didn't know there were such talented girls in Korea. I thought I saw K-pop's diversity. Seunghee and Hyojung are so pretty and cool,0.8744,0.0,0.656,0.344,pos
4861,"If you look closely, the Twilight ending was Jiho, but this is the beginning of the guerrilla ㅎㄷㄷ ..... !!",0.0,0.0,1.0,0.0,neu
4862,End on the eve of the storm. ㄹㅇ Rice cake idol,0.0,0.0,1.0,0.0,neu
4863,Really see what they want to do with Queendom. Get your sexy or cute like a big boy and give them a really good song like kids or omg girls.,0.9312,0.0,0.581,0.419,pos
4864,Really cool,0.3804,0.0,0.278,0.722,pos
4865,"Seunghee, I think it's charismatic!",0.0,0.0,1.0,0.0,neu
4866,"After all, it's a vocal war.",-0.5994,0.494,0.506,0.0,neg
4867,Seunghee's sister's treble ...,0.0,0.0,1.0,0.0,neu
4868,Hmm...,0.0,0.0,1.0,0.0,neu
4869,It was really hard work and Queendom was a good opportunity for Oh My Girl. (Amnet sometimes does a good job.) All the leather pants were so cool and too hard for the competition. I will always support you! Oh my girl! Only walk in the flower road in the future!,0.915,0.057,0.688,0.255,pos
4870,8M ... I want you to watch a real video ...,0.0772,0.0,0.86,0.14,pos
4871,It's halfway between the Little Mermaid and Siren ...,0.0,0.0,1.0,0.0,neu
4872,Please let me stand in mama !! Please see me at the end of the year.,0.6351,0.0,0.73,0.27,pos
4873,You are my queen,0.0,0.0,1.0,0.0,neu
4874,I hope to increase the beanie part a little bit this Queendom.,0.6369,0.0,0.606,0.394,pos
4875,Everyone's voice is so pretty.,0.6269,0.0,0.493,0.507,pos
4876,Cool Oh My Girl ❤,0.3182,0.0,0.566,0.434,pos
4877,I'm looking for the ending action Oh my girl I'm not posing ㅠ ㅠㅠㅠ I think this song expresses itself as oh my girl ㅠ ㅠㅠㅠ,0.0,0.0,1.0,0.0,neu
4878,It's not hot but it looks like Seunghee's pants.48 sorry not sorry,0.3291,0.191,0.594,0.215,pos
4879,3:42 3:42 3:42 3:42 3:42 3:42 3:42 3:42 3:42 3:42 3:42 Hyun Seung-hee is just a genius,0.0,0.0,1.0,0.0,neu
4880,"Hyojung's face
Hyojung's stage",0.0,0.0,1.0,0.0,neu
4881,I support a girl idol skill that there is not much performance opportunity as a professional to be able to show off to the full,0.0946,0.093,0.799,0.108,pos
4882,"I'm not kidding, I'm creepy",-0.0762,0.245,0.755,0.0,neg
4883,Oh my girl is so cool and creepy and it's so cool and tearful.,0.7169,0.0,0.667,0.333,pos
4884,I can't get so excited when I listen to this song ㅎㅎ guerilla-lion combination is so good ㅠㅠ I really like the song but the other two singers ties together and releases it. I didn't know your voice was clean and clean,0.9086,0.0,0.711,0.289,pos
4885,Feeling like seeing the goddess of war ...,-0.2263,0.302,0.388,0.31,pos
4886,2:58 I don't know why it's so good to swallow like an angry wave.,0.4481,0.169,0.512,0.319,pos
4887,TT,0.0,0.0,1.0,0.0,neu
4888,"As soon as I saw the ""I found Oh My Girl"" signature on the ending,",0.0,0.0,1.0,0.0,neu
4889,I think game characters are so cute,0.5949,0.0,0.564,0.436,pos
4890,Baby miracle here,0.5859,0.0,0.345,0.655,pos
4891,"The song is really good
It looks like a mermaid concept by makeup or hair, but it would have been much more dreamy to wear accessories like scales on blue silk, which feels the sky of the sea, rather than everyday clothes. The winner's feelings are strong.",0.8897,0.0,0.784,0.216,pos
4892,Oh my girl is so great and just so great,0.9097,0.0,0.433,0.567,pos
4893,I love you oh my girl,0.6369,0.0,0.488,0.512,pos
4894,"Directly Honestly, compared to other teams, there are nothing except a few lines, and it's almost like I'm only staged with six my girls.",0.6378,0.0,0.801,0.199,pos
4895,I was so sorry for my clothes and it was so nice to use a rope at the beginning but I wish I could have used the dancers a lot later to make it magnificent and gorgeous.,0.9546,0.029,0.6,0.371,pos
4896,"Beanie, comma head, why are you so handsome?",0.6269,0.0,0.63,0.37,pos
4897,"Like a secret garden, it's like a lecture on success.
'Secret Garden' seems to be 'believe in your potential' and 'guerrilla' means 'so do it until you win'
Enjoy it ~ Oh my girl ~ ^^",0.9403,0.0,0.632,0.368,pos
4898,And infants are like girls!,0.4199,0.0,0.589,0.411,pos
4899,Seunghee was pretty like this .. It looks like the atmosphere.,0.802,0.0,0.494,0.506,pos
4900,Is this an Mnet music channel? Why is it a cam?,0.0,0.0,1.0,0.0,neu
4901,Infant ..... ♡♡,0.0,0.0,1.0,0.0,neu
4902,Oh my girl. Oh my queen. Oh my queen.,0.0,0.0,1.0,0.0,neu
4903,"The second place was a little unfortunate, but the pre-contest first place! Great job! I've been suffering hard for 5 years. Eat and go to the hostel and have a good night's sleep.",0.6684,0.178,0.586,0.236,pos
4904,Everyone's tone material is crazy ..,-0.34,0.324,0.676,0.0,neg
4905,"If you have a mermaid with Atlantis, you must be a guerrilla.",0.0,0.0,1.0,0.0,neu
4906,Beanie is so pretty,0.6269,0.0,0.422,0.578,pos
4907,"1:08. Jang from playing with a thread?
I think that was it?",0.2869,0.0,0.806,0.194,pos
4908,"When did you make the video? Ryan's making it right now, 20 million views, what are you doing?",0.0,0.0,1.0,0.0,neu
4909,"There was an omgirl pattern flag behind the stage,
I didn't know at all",0.0,0.0,1.0,0.0,neu
4910,Infant Visual All Time !!!,0.0,0.0,1.0,0.0,neu
4911,"Wow, seung hee is cool ... seung hee Your energy has penetrated the screen and pierced my heart.",0.802,0.0,0.647,0.353,pos
4912,The Queen's Last Songs Why?,0.0,0.0,1.0,0.0,neu
4913,"Oh, I saw you perform in real life last time.",0.0,0.0,1.0,0.0,neu
4914,"I didn't see the group I sold in Queendom but I didn't see the final contest, so the kids played at school and I watched it ... Honestly, guerrillas were my favorite tastes ㅠㅠㅠ | Guerrilla I've been spinning a few times ... Cool Luck ... LOL",0.9757,0.0,0.601,0.399,pos
4915,"The fandom size and recognition of some Om Girls, which is a group that can't rise compared to the performance before the Queendom, is not very strong.
There are no foreign members who can bring in foreign fans, and their affiliates are not big and their publicity is poor. In many ways, the most disadvantaged children are proud of their strengths and competed only by their skills. I think it was the end of the priceless and meaningful Oh My Girl. Oh My Girl is the number one in my heart!",-0.4773,0.113,0.795,0.092,neg
4916,"Wow, Seunghee is amazing.",0.8225,0.0,0.208,0.792,pos
4917,It's like a song that's similar to speechless.,0.3612,0.0,0.706,0.294,pos
4918,"Looks like Cody loves black and white. Even in a secret garden.
It was pretty even if the clothes were different colors.
Anyway, oh my girl has suffered so much",0.7351,0.085,0.665,0.25,pos
4919,"At first, Hyo-Jung was impressed by the beautiful tree, and all the other members were beautiful.",0.8979,0.0,0.544,0.456,pos
4920,"When I come out, I'm only creepy but ??",0.0,0.0,1.0,0.0,neu
4921,Mia,-0.296,1.0,0.0,0.0,neg
4922,Infant ... pretty,0.4939,0.0,0.385,0.615,pos
4923,"Most of all, the lyrics are so good. Everyone wants to see the stage while thinking about the lyrics. ㅠㅠ ㅠㅠㅠ",0.5777,0.0,0.842,0.158,pos
4924,And infant face unique character,0.0,0.0,1.0,0.0,neu
4925,So this is Hyojung Liz.,0.0,0.0,1.0,0.0,neu
4926,Everybody has too many clips and their skills are so good.,0.5777,0.0,0.728,0.272,pos
4927,"I personally liked it all, but I think omg girl song is the best",0.8271,0.0,0.565,0.435,pos
4928,"No matter how you look at it, Beanie is not good enough to get up from Oh My Girl.",-0.5432,0.212,0.737,0.051,neg
4929,"Goddess of the sea. Like Moana, she's sailing through the rough waves somewhere in the Pacific to explore the continent.",0.3612,0.0,0.884,0.116,pos
4930,Infant electronics and goes well together,0.2732,0.0,0.704,0.296,pos
4931,"On the stage at the end of the year, wearing a blue long dress with the concept of the queen who won the war and won the sea, wearing a blue lens with a crown, I could tear my tears and make the sea with tears",0.1779,0.148,0.71,0.142,neg
4932,"I'm not like a pirate at first, I'm like a goddess of water.",-0.4973,0.319,0.681,0.0,neg
4933,Expectations this year,0.0,0.0,1.0,0.0,neu
4934,"I don't see Queendom. Is this the stage live?
Visual skills are no joke.
Other members are nice and so good but Yui is so cool",0.7896,0.051,0.641,0.307,pos
4935,It reminds me of the Battle of Narnia Chronicles ㅠ Hyojung is the biggest older sister.,-0.3818,0.157,0.843,0.0,neg
4936,Oh my girl who was a coloring book called just two years ago.,0.0,0.0,1.0,0.0,neu
4937,"At first, this time, what was the concept, but when you chew, it's a pirate crunch against the storm.",0.0,0.0,1.0,0.0,neu
4938,"I don't see or like the contest program at Mnet, but I really enjoyed Queendom, and I was fascinated by Oh My Girl. It's so cool and always looking at the stage. It's amazing but not too much. I've pushed all the way to the end without throwing away my own colors and unique feelings. The pleasure of my life",0.9769,0.021,0.673,0.307,pos
4939,"The female viewers in their 30s who watch the Queendom are crying in the market situation, where the young girls have been sexualized and pursued cuteness. The theme of winning and challenge was a theme that could be included in Yeodol's song. Thank you for being so wonderful and beautiful in this theme.",0.946,0.046,0.667,0.287,pos
4940,Beanie Toddler Vocal Blast,0.0,0.0,1.0,0.0,neu
4941,"Seunghee, Hyojung's voice, so beautiful! Dolphin Line",0.7417,0.0,0.532,0.468,pos
4942,"Children: Lenga
Oh My Girl: Nami",0.0,0.0,1.0,0.0,neu
4943,Oh look at the kids,0.0,0.0,1.0,0.0,neu
4944,"When it comes, it'll sprout first",0.0,0.0,1.0,0.0,neu
4945,Many people may have noticed that a girl group can be cool enough without having to smile on stage anymore.,0.049,0.099,0.794,0.107,pos
4946,This team is a member who is good at singing.,0.4404,0.0,0.734,0.266,pos
4947,"Guerrilla seems to be the most enjoyable song to listen to.
It doesn't mean that another group is driving .. ㅎ-ㅎ ..",0.4927,0.0,0.868,0.132,pos
4948,You guys are really virtuous ㅠ ㅠㅠㅠ oh my girl is also ♥ ️ ♥ ️ ♥ ️ ♥ ️,0.5709,0.0,0.73,0.27,pos
4949,The MV is not Onna phu ㅠㅠㅠ ㅠㅠㅠ,0.0,0.0,1.0,0.0,neu
4950,"It seems like the lyrics and concept that is really good for Oh My Girl.
I don't want to open my eyes or I'm not irritating or intense, but I tend to stay long because it is softly pulpit",0.5211,0.056,0.804,0.14,pos
4951,"It's really coming
beauty
1:45 / 3:21 Infant",0.6222,0.0,0.595,0.405,pos
4952,"Oh My Girl, Pretty, Pretty Sister, Sister, Pretty",0.8625,0.0,0.342,0.658,pos
4953,I think I have a small amount,0.0,0.0,1.0,0.0,neu
4954,First part Starting infant part Why is it so good?,0.5777,0.0,0.706,0.294,pos
4955,"1:46 ~ 1:49 Do you know a song that feels like a second? ㅠㅠ I have heard before (pretty old), but I can't remember the title of the song.",0.1901,0.0,0.929,0.071,pos
4956,I really didn't know there were such talented girls in Korea. I thought I saw K-pop's diversity. Seunghee and Hyojung are so pretty and cool,0.8744,0.0,0.656,0.344,pos
4957,"If you look closely, the Twilight ending was Jiho, but this is the beginning of the guerrilla ㅎㄷㄷ ..... !!",0.0,0.0,1.0,0.0,neu
4958,End on the eve of the storm. ㄹㅇ Rice cake idol,0.0,0.0,1.0,0.0,neu
4959,Really see what they want to do with Queendom. Get your sexy or cute like a big boy and give them a really good song like kids or omg girls.,0.9312,0.0,0.581,0.419,pos
4960,Really cool,0.3804,0.0,0.278,0.722,pos
4961,"Seunghee, I think it's charismatic!",0.0,0.0,1.0,0.0,neu
4962,"After all, it's a vocal war.",-0.5994,0.494,0.506,0.0,neg
4963,Seunghee's sister's treble ...,0.0,0.0,1.0,0.0,neu
4964,Hmm...,0.0,0.0,1.0,0.0,neu
4965,It was really hard work and Queendom was a good opportunity for Oh My Girl. (Amnet sometimes does a good job.) All the leather pants were so cool and too hard for the competition. I will always support you! Oh my girl! Only walk in the flower road in the future!,0.915,0.057,0.688,0.255,pos
4966,8M ... I want you to watch a real video ...,0.0772,0.0,0.86,0.14,pos
4967,It's halfway between the Little Mermaid and Siren ...,0.0,0.0,1.0,0.0,neu
4968,Please let me stand in mama !! Please see me at the end of the year.,0.6351,0.0,0.73,0.27,pos
4969,You are my queen,0.0,0.0,1.0,0.0,neu
4970,I hope to increase the beanie part a little bit this Queendom.,0.6369,0.0,0.606,0.394,pos
4971,Everyone's voice is so pretty.,0.6269,0.0,0.493,0.507,pos
