,comment,compound,negative,neutral,positive,whether_pos_or_neg
3522,Omg I'm excited to park bom  journey in this competition and bring back the 2NE1 band in the final.... Wooohhhh I already imagine ,0.34,0.0,0.897,0.103,pos
3523,I cnt understnd the dislike..still they wasted their time to watch and dislike.. too much effort for nt liking,-0.128,0.146,0.731,0.123,neg
3524,love you park bom!!,0.6988,0.0,0.385,0.615,pos
3525,Blackjacks!!!! Is this a dream?,0.5296,0.0,0.467,0.533,pos
3526,I'm crying ,-0.4767,0.756,0.244,0.0,neg
3527,Im not her fan but this ,-0.1232,0.229,0.771,0.0,neg
3528,Felt so sorry for her  this was my most favourite song.,-0.1513,0.137,0.863,0.0,neg
3529,Goosebumps is real!!!,0.0,0.0,1.0,0.0,neu
3530,i’m gonna cry,-0.4767,0.608,0.392,0.0,neg
3531,"It's just so good .. no matter what you say or how much you judge,  she is talented and have a voice that was made in heaven.",0.8392,0.071,0.602,0.328,pos
3532,NEED 2NE1 REUNION ASAP!!!!!! IT DOESNT MATTER IF FEATURING ONLY WITH CL/MINZY/DARA!!!!!!!!!! BUT FULL MEMBER MUCH BETTER!!!!!!!!❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,-0.2971,0.121,0.879,0.0,neg
3533,I'm so happy that Park Bom's getting all the encouragement. She deserves to be well known. She deserves to be back on stage. And she deserves all the love. Fighting!,0.8976,0.061,0.611,0.327,pos
3534,"imagine, Park Bom is in MAMA 2019 line up and this song was her performing (also spring). thats gonna be lit man!",0.0,0.0,1.0,0.0,neu
3535,oww i know you,0.0,0.0,1.0,0.0,neu
3536,after I've watched it ..I imagined what if it was the  2ne1 ..  i miss them so much ,-0.1531,0.091,0.909,0.0,neg
3537,#respect,0.0,0.0,1.0,0.0,neu
3538,"Omfg, I remember belting this song out in my room when I was 11 years old, I’m 20 now, time really flies",0.0,0.0,1.0,0.0,neu
3539,Bommie has one of the most unique voices in all of Kpop. I'm so glad she's finally back.,0.5949,0.0,0.815,0.185,pos
3540,It's just me or Park Bom look kinda tearing up a bit during the performance? It make me want to cry.....,0.0772,0.0,0.936,0.064,pos
3541,I hope she knows how special she is and how much love THE WORLD has for her I swear it's still 2012 she looks amazingly beautiful and as happy as she is on stage how much happier are we as her fans to hear her voice again !!!!! 2ne1 forever in our hearts and minds,0.9721,0.017,0.662,0.32,pos
3542,"omg never thought i would see this song's live again after all this year and here i am, crying fr",-0.4767,0.154,0.846,0.0,neg
3543,"I think Mnet should apologize to Bom and the Mnet audience for the microphone signal disturbances (blurring and cutting). Also, they should officially describe about this event. I found out at least 10 times of significant errors. I guess that Bom herself must have felt a lot more. Just imagine how it bothered her. Bom did tap-tap the microphone and took a rest for a phrase without singing (I think it was a signal for mic error, mic change, or music stop). It seemed that Mnet decided to proceed the music without any changes. Mnet is really thinking that they would cover their critical mistake without any apology or official announcement? In Korea, many people are shooting criticism about Bom's poor vocal cause they did not catch mic error and they just think that the poor sound was  Bom's fault (shortness of breath and being easily out of tune). How pity.",-0.9743,0.195,0.771,0.034,neg
3544,=,0.0,0.0,0.0,0.0,neu
3545,Road to 2 Million! We can do it Blackjacks and Bomshells! ♣️♠️♥️♦️,0.0,0.0,1.0,0.0,neu
3546,2ne1 comeback stage please!!!!!!!!!!!!!!,0.0,0.0,1.0,0.0,neu
3547,Love u forever love 2ne1,0.8555,0.0,0.192,0.808,pos
3548,park bom cannot be compared to other groups. she's way up high. the girls looked up to her. She's park bom of 2NE1,0.0,0.0,1.0,0.0,neu
3549,"=
wah kacau gua merinding",0.0,0.0,1.0,0.0,neu
3550,Competition should be fair,0.3182,0.0,0.566,0.434,pos
3551,why can’t we just go back in time when we had 2ne1 missA fx girls generation girls day secret 4minute AoA ,0.0,0.0,1.0,0.0,neu
3552,2ne1 and SNSD including Jessica need to do the last performance as a gift for the fans who support them throughout the years.  I think the fans deserve it.,0.6808,0.0,0.817,0.183,pos
3553,iloveyou bom,0.0,0.0,1.0,0.0,neu
3554,3.57 I LOVE,0.7125,0.0,0.169,0.831,pos
3555,หน้าน่ากลัวมาก,0.0,0.0,1.0,0.0,neu
3556,Why the heck can’t mnet provide a working mic!? Goodness sake... so glad park Bom is an absolute vocal queen! Eff the cruddy mic!,0.8003,0.0,0.746,0.254,pos
3557,I miss 2ne1 ,-0.1531,0.615,0.385,0.0,neg
3558,"im not crying, you are.",0.3724,0.0,0.61,0.39,pos
3559,oh my queen.... watching u stand alone make me hurt. really miss 2ne1. real queen of kpop,-0.7425,0.359,0.641,0.0,neg
3560,"=
why does she sound like she struggling to hit the notes",-0.0772,0.196,0.629,0.175,neg
3561,"Great as always, but I think imthat it would've bdsn better if the mic was not messed up 
Anyway, Damn feels! So much goosebumps ",0.6904,0.112,0.598,0.291,pos
3562,My Queen,0.0,0.0,1.0,0.0,neu
3563,I miss 2ne1......,-0.1531,0.615,0.385,0.0,neg
3564,2NE1 forever,0.0,0.0,1.0,0.0,neu
3565,I cried so hard omg I love you bom ,0.2893,0.337,0.314,0.35,pos
3566,Im crying,-0.4767,0.756,0.244,0.0,neg
3567,Imagine ? One of park bom performances they are complete 2ne1 who will perform in that stage .. kyahh .. can't wait hehez .. ( The mystery secret of park bom is to perform along with other members of 2ne1 in that stage ) that's her key .. Legendary performance  ,0.0,0.0,1.0,0.0,neu
3568,"=
Hồi bé nghe bài này dù không hiểu gì vẫn thấy hay vc",0.0,0.0,1.0,0.0,neu
3569,i am literally crying rn !(((( and this is like my 917392728938th time watching this,-0.2244,0.19,0.671,0.14,neg
3570,"I think Bom is trying hard not to cry ! ... 
we love you,Bomie",0.7681,0.08,0.516,0.404,pos
3571,A queen does not compete...she dominates. Yyaaaassss!!!!,-0.3217,0.317,0.683,0.0,neg
3572,Imagine the audiences are the real kpop stan since early 2000s... Bom would prolly be winning on this and will surely stay on 1st place. But Bom will stay Queen and Legendary. She be winning since her debut anyway.,0.8658,0.0,0.788,0.212,pos
3573,"=
Hearing this song again made me cry at the very end because Park Bom has come a long way and she deserve all the recognition that  she’s receiving now. I’ve seen her at her best, I’ve seen her at her very low but best of all I’ve seen her rise once more. Black Jack Reunite!",0.7873,0.06,0.801,0.139,pos
3574,"i just missed 2ne1 so much, i cried uugghh",-0.6222,0.504,0.496,0.0,neg
3575,I MEAN LITERALLY... EVERYONE SANG TO THE SONG IN THE STUDIO!! THIS IS THE POWER OF A TRUE QUEEN,0.5242,0.0,0.825,0.175,pos
3576,When everyone is singing edm but park bom is just pure angel vocals,0.0,0.0,1.0,0.0,neu
3577,Still hoping Park Bom unites 2ne1 on-stage in the last episode. It's gonna be game over.,0.4215,0.0,0.843,0.157,pos
3578,"Even though I know that there are a few mistakes here and there, I can't stop coming back to watching this video! I feel chills every single time and I really feel her feelings from the song!",-0.2951,0.088,0.858,0.054,neg
3579,Wowww. We're 4M now. Good job to all Bomshells and Blackjacks.,0.4404,0.0,0.775,0.225,pos
3580,She has to win she deserve that. 2ne1 made a lot of merit that today’s kpop’s fame,0.8591,0.0,0.578,0.422,pos
3581,b!tch i’m crying  who with me?,-0.5255,0.404,0.596,0.0,neg
3582,I really got goosebumps listening to her voice... Really miss 2ne1 ,-0.2247,0.174,0.826,0.0,neg
3583,This made me so emotional ,0.2769,0.0,0.654,0.346,pos
3584,Her voice is so unique and beautiful.,0.6326,0.0,0.59,0.41,pos
3585,Yaaaassssssssss brings so much mementoes ,0.0,0.0,1.0,0.0,neu
3586,OMG IM CRYINGGGGGGG,0.0,0.0,1.0,0.0,neu
3587,Watching this makes me cry I know she is hurt and feeling lonely she's trying not to cry but as a fan of her and 2ne1 I cried a lot miss u bomie,-0.7992,0.356,0.533,0.112,neg
3588,3:56 Masterclass from Gen.2 leaves Gen.3 speechless.,0.0,0.0,1.0,0.0,neu
3589,"my 2ne1 heart, i miss my girls! come back home juseyoooo",-0.2244,0.174,0.826,0.0,neg
3590,QUEEN!!!! ❤️ I missed you a lot!!!!! ❤️❤️❤️,-0.5216,0.402,0.598,0.0,neg
3591,I cried ,-0.3818,1.0,0.0,0.0,neg
3592,I'm crying .. She is so strong!!,0.4069,0.24,0.387,0.373,pos
3593,i need 2ne1 in my life.... ,0.0,0.0,1.0,0.0,neu
3594,Im crying ,-0.4767,0.756,0.244,0.0,neg
3595,PARK BOM EVERYONE. SLAYING. ,0.0,0.0,1.0,0.0,neu
3596,Queen Bommie showing the youngsters how it’s done,0.0,0.0,1.0,0.0,neu
3597,Nostalgia for everyone in korea.,0.0,0.0,1.0,0.0,neu
3598,"Still 2ne1 style..
.. i can still remember 2ne1",0.0,0.0,1.0,0.0,neu
3599,BRING BACK OUR 2NE1 PLEASE,0.3182,0.0,0.635,0.365,pos
3600,Bommiii.. im always cheering for youuuu,0.5106,0.0,0.602,0.398,pos
3601,AHHH PARK BOMM I MISS YOUUU,-0.1531,0.286,0.714,0.0,neg
3602,❤❤❤,0.0,0.0,1.0,0.0,neu
3603,1:04 isn't this sihoon from produce x 101,0.0,0.0,1.0,0.0,neu
3604,4M is coming up! Served hot and sizzling all you want! ,0.2225,0.0,0.841,0.159,pos
3605,Keep streaming Blackjacks ,0.0,0.0,1.0,0.0,neu
3606,I miss you so much ,-0.1531,0.348,0.652,0.0,neg
3607,I am watching this again and Im still literally crying,-0.4767,0.279,0.721,0.0,neg
3608,泣きました,0.0,0.0,1.0,0.0,neu
3609,2ne1 ,0.0,0.0,1.0,0.0,neu
3610,ILove you Park BoM,0.0,0.0,1.0,0.0,neu
3611,I am in a crying mess rn.  This song just brought me to when I waa a happy go lucky kid,0.2263,0.223,0.518,0.259,pos
3612,OH GOD I TEARed ups o muCH HER VOICE IS LEGENDARY ITS SO GOOD,0.8172,0.0,0.572,0.428,pos
3613,She is the Queen,0.0,0.0,1.0,0.0,neu
3614,Please queendom even for 1 time let all the members of 2ne1 be in same stage . I believe there will be blast it is win-win situation too please make it happen,0.5574,0.0,0.854,0.146,pos
3615,We support you park bom,0.4019,0.0,0.597,0.403,pos
3616,Muchos aplausos la amooo ,0.0,0.0,1.0,0.0,neu
3617,"=
4M views yehey ",0.0,0.0,1.0,0.0,neu
3618,2ne1 FOREVER ,0.0,0.0,1.0,0.0,neu
3619, Park bom Forever,0.0,0.0,1.0,0.0,neu
3620,3:56 whos this guy,0.0,0.0,1.0,0.0,neu
3621,0:38,0.0,0.0,1.0,0.0,neu
3622,"Teddy park he wrote this song I'm very appreciative for her I love this song since she had the first day debut it remind me back the first time I listen this song it a good memories for me! This mv song is very beautiful include choir, church, the handsome man and natural ❤",0.969,0.0,0.675,0.325,pos
3623,"=
I was so sad for her because she said that she is by herself without a group and to see her perform like this made me so happy",0.5925,0.101,0.684,0.215,pos
3624,"Mnet better use all their money, power and witchery to make a 2NE1 reunion",0.4404,0.0,0.805,0.195,pos
3625,me wasted after watching this i’m not crying u are,-0.1645,0.251,0.549,0.2,neg
3626,We miss you forever 2ne1! #youmakemecry ♥️,-0.2244,0.24,0.76,0.0,neg
3627,"Don't care about the crappy rankings, but this vid is the most viewed ",-0.4791,0.272,0.728,0.0,neg
3628,Beautifull ,0.0,0.0,1.0,0.0,neu
3629,"The queen is back. Please bring back CL, Dara, Minzy too.",0.3182,0.0,0.813,0.187,pos
3630,Suddenly I miss bodong couple,-0.1531,0.348,0.652,0.0,neg
3631,She doesnt need a choreo.. standing and singing in her beautifull voice make the crowed jaw drop!! She can slay her performance without doing nothing!! Just her pure voice is enough.. indeed a QUEEN ,-0.5053,0.095,0.905,0.0,neg
3632,Alone and still killing it wonder if all reunite??...forever Badass girl group ever been made in kpop history!! ❤️,-0.8378,0.359,0.641,0.0,neg
3633,Seeing you fighting alone makes my heart shatter into pieces  I really really really miss 2ne1!! At the same time I’m overwhelmed with the Blackjacks spirit! We stan a legend! I’m crying a river.. huhu,-0.852,0.279,0.648,0.072,neg
3634,"New kpop fans can't relate with the feelings that we old kpop fans are feeling right nowwwwww.
Okay who's crying with me?? 
We love you Bommieee!!!♥",0.6943,0.091,0.648,0.26,pos
3635,Have you seen Minzy's latest post on ig where she said she misses blackjacks and Pos everyday? And all other 3 members liked the post? Huhuhu please at least a stage for 2ne1.,0.5514,0.054,0.792,0.154,pos
3636,"=
Really miss yoy",-0.2247,0.486,0.514,0.0,neg
3637,words can't describe how painful it feels to be missing 2ne1,0.0531,0.162,0.661,0.177,pos
3638,I know its impossible for now to have 2ne1.. but hopefully they can perform together in this show...  that would be really great.. #justbelievein2ne1 #nolja #2ne1,0.5499,0.0,0.871,0.129,pos
3639,"She is calling her fellow Queens
♠️♥️♣️♦️
A Queen's presence: She is just standing there but she is making a hell of an impact!",-0.8268,0.242,0.758,0.0,neg
3640,I dont know why Im crying ,-0.4767,0.437,0.563,0.0,neg
3641,How many goosebumps i had during this 4 min and 24 seconds,0.0,0.0,1.0,0.0,neu
3642,That was so beautiful I cried at the end... Woah.. ✨,0.4789,0.194,0.471,0.336,pos
3643,"I remember seeing this live and just being brought to tears. Completely unexpected on my part, because Minzy is my bias, but boomie had me shook <3",0.3818,0.141,0.731,0.128,neg
3644,when i heard her voice in the beggining it gave me goosebumps since it's been so long since i heard the song.,0.0,0.0,1.0,0.0,neu
3645,"So many memories with this song..bom, you singing feels like you close to my heart. You sing from your heart you own the stage bom you compete with yourself. when the world against you. That's how you do it bom",0.3612,0.0,0.94,0.06,pos
3646,"Omg i'm crying, she is my first yeoja bias for my fangirl life, , her song is my childhood, omg i'm teary",-0.5423,0.191,0.809,0.0,neg
3647,MARAVILHOSA ❤️,0.0,0.0,1.0,0.0,neu
3648,Dude she is a queen!!! IM CRYING  ,-0.6917,0.485,0.515,0.0,neg
3649,2:11 Baekjin from pd x 101 in red hair.,0.0,0.0,1.0,0.0,neu
3650,Omg I'm in tears.,-0.2263,0.388,0.612,0.0,neg
3651,"I cried.  It's been years  It's damn years. I'm still waiting and hoping, believing one day.  I would see them complete.",-0.3612,0.22,0.664,0.116,neg
3652,Omg nostalgic feeeeeels,0.0,0.0,1.0,0.0,neu
3653,Perfect ❤❤❤,0.5719,0.0,0.213,0.787,pos
3654,"I really want Bom to bring out either Sandara, minzy or CL on one of her stages",0.1513,0.0,0.904,0.096,pos
3655,omg im crying while watching this....myqueen is there performing alone :<,-0.802,0.506,0.494,0.0,neg
3656,I legit crying siakkkk ,-0.4767,0.608,0.392,0.0,neg
3657,i’m ,0.0,0.0,1.0,0.0,neu
3658,the last part was so heart touching omg i miss 2ne1,-0.1531,0.151,0.849,0.0,neg
3659,im tearing again....  always missing 2n1...,-0.296,0.306,0.694,0.0,neg
3660,Queen ❤️,0.0,0.0,1.0,0.0,neu
3661,"Woah.... I didn't know the song, I only know that I'm crying after watching this.",-0.4767,0.205,0.795,0.0,neg
3662,Legends never die ,0.4847,0.0,0.389,0.611,pos
3663,1:33 what is his name??? For my project ,0.0,0.0,1.0,0.0,neu
3664,I really miss your voice park bom your the queendom...fighting,-0.2247,0.191,0.809,0.0,neg
3665,GOOSEBUMPS ALL OVER,0.0,0.0,1.0,0.0,neu
3666,I know its impossible for now to have 2ne1.. but hopefully they can perform together in this show...  that would be really great.. #justbelievein2ne1 #nolja #2ne1,0.5499,0.0,0.871,0.129,pos
3667,Missing ,-0.296,1.0,0.0,0.0,neg
3668,IM CRYING ,-0.4767,0.756,0.244,0.0,neg
3669,WHY AM I CRYING!????!!!!?,0.0,0.0,1.0,0.0,neu
3670,Goosebumps all over my body .. Parkbom fighting .. Your just amazing and talented person .. #2ne1 #blackjacks,0.6808,0.102,0.61,0.289,pos
3671,"i think cl,minzy and sandara will be pround of her",0.0,0.0,1.0,0.0,neu
3672,I BADLY MISS 2NE1!!!  ,-0.6784,0.848,0.152,0.0,neg
3673,I cried while watching this. So proud of you noona. ❤️,0.2006,0.186,0.572,0.242,pos
3674,I think Mamamoo wanted to be in the front row audience singing with Bom.,0.0,0.0,1.0,0.0,neu
3675,"I am crying at this performance omg all the memories came up and brought me into tears you deserve the world, park bom",-0.6124,0.2,0.8,0.0,neg
3676,Keep streaming,0.0,0.0,1.0,0.0,neu
3677,"This literally makes me cry  It really triggered me more to miss 2ne1.  You really did well, Park Bom. ❤️",-0.3818,0.204,0.698,0.098,neg
3678,Whats good with the mic...,0.4404,0.0,0.58,0.42,pos
3679,GOOSEBUMPS ALL OVER,0.0,0.0,1.0,0.0,neu
3680,I'm just crying. Why? This is so beautiful,0.4388,0.22,0.426,0.354,pos
3681,*ARE WE IN HEAVEN ?* yes,0.7739,0.0,0.373,0.627,pos
3682,Queen always queen,0.0,0.0,1.0,0.0,neu
3683,❤,0.0,0.0,0.0,0.0,neu
3684,you & i = 2ne1&me forever,0.0,0.0,1.0,0.0,neu
3685,Road to another million views!!!!,0.0,0.0,1.0,0.0,neu
3686,Why am I crying  I MISS 2ne1,-0.6633,0.644,0.356,0.0,neg
3687,I'm so happy she gets to perform in this kind of shows that it's making me cry T___T Bom's passion for singing and performing shows. You can see how 2ne1 loves to sing and perform you feel it even if you are not there watching live.,0.8221,0.056,0.753,0.192,pos
3688,"I literally goes like this .
QueenBom your performance was so touching & nostalgic. You were there alone in that stage,but then there show your back up singers. It was like YOU and all the Blackjacks  behind you singing along. Fighting!",0.2003,0.103,0.776,0.121,pos
3689,i hope mnet will also create a show/project reuniting disbanded legendary groups and make them perform again.. it will be a history,0.6124,0.0,0.773,0.227,pos
3690,I literally crieed.  Her new company is so nice to her,0.5598,0.0,0.713,0.287,pos
3691,"just imagine when the door opens, one by one, CL, Minzy and Dara appears while singing as a background singer and then suddenly along with Bom they would sing the song with her as 2NE1 ",0.0,0.0,1.0,0.0,neu
3692,Whenever 2ne1 or one of them’s performing it will always feel like a concert.,0.3612,0.0,0.828,0.172,pos
3693,Seeing the views went up really quick means the rest of the blackjacks all over the world are waking up?,0.0,0.0,1.0,0.0,neu
3694,"=
Why i'm cry",-0.4767,0.608,0.392,0.0,neg
3695,im not cryin over this omg,0.0,0.0,1.0,0.0,neu
3696,I burst out into tears when her voice came out.....Park Bom and 2Ne1 are just literally one of the best idols that exist in the kpop industry.....those memories with the girls really hit me hard with the feels,0.3892,0.085,0.814,0.101,pos
3697,I really thought other 2ne1 was gonna show up :((.,0.0,0.0,1.0,0.0,neu
3698,"My childhood song 
Her voice still and really amazing",0.624,0.0,0.662,0.338,pos
3699,Malaysian Bomshells and Blackjacks where you at?? ❤️,0.0,0.0,1.0,0.0,neu
3700,"Hi Mnet! This video surpassed 1M views. That’s 1 out of 4 of 2ne1. What more if 2ne1 is complete? Please make them reunite in your show. This could be a hit!  You made it once in 2015. Please do magic, sorcery, witchcraft or whatever you call it to make this dream happen.  I’m begging you. ",0.7531,0.0,0.871,0.129,pos
3701,"I genuinely loved this performance. Although it wasn’t perfect because of the mic issues and her occasional straining while singing. She gave it her all and commanded the attention of everyone in the audience. I believe that what makes a singer great. You can have outstanding vocals and no presence on stage. But, if you don’t have stage presence your performance on stage becomes one dimensional. Being a singer is more than just vocals it’s a visual art as well. My former choir director said something similar regarding stage presence to me before but, I never understood what she meant by that until now. Park Bom made me realize that through this performance.",0.7992,0.028,0.872,0.099,pos
3702,She‘s so slim but why her clothes doing her like that? But once a queen always a queen,0.5023,0.0,0.822,0.178,pos
3703,21,0.0,0.0,1.0,0.0,neu
3704,"=
Only her alone for all of the other member....blackjacks we can help her....",0.1779,0.127,0.701,0.172,pos
3705,Bài này thật sự là huyền thoại!!!,0.0,0.0,1.0,0.0,neu
3706,"Just crying for Park Boom while listening to this song! Think abt her career n myself!! Since i was a girl, i was super love her voice!!! Now, i cant believe my queen comes back!! Tears keep dropping",0.7405,0.116,0.67,0.214,pos
3707,Why am i crying??? This song gave me a lot of memoriesTT,-0.5632,0.288,0.712,0.0,neg
3708,this is what missing in this gen. the vibe of best vocalist and their stage presence. wish 2ne1 reunion soon!,0.7177,0.083,0.644,0.273,pos
3709,Omg But everyone was cheering so hard I’m so proud of our Bom she deserves so much love ❤️,0.8835,0.067,0.535,0.398,pos
3710,"This is an emotional performance  
When you're about to perform after bom but you cried because of her performance so you have to retouch ",-0.4767,0.127,0.824,0.049,neg
3711,I literally tearing up without any hesitates.  I miss 2NE1 so hardddd,0.357,0.0,0.697,0.303,pos
3712,"I’m crying so much when the people in the background came out. I want 2ne1 to come back, please YG!! They deserve so much recognition. It breaks my heart to watch only Park Bom standing alone, I want to see them together. ",-0.4184,0.125,0.768,0.107,neg
3713,"when I see bom, I just want 2NE1 members do like this activity lmao xv",0.7717,0.0,0.565,0.435,pos
3714,"This gone underrated  
Other groups has more views",0.0,0.0,1.0,0.0,neu
3715,I feel sad to look at her singing alone on the big stage ,-0.6249,0.338,0.662,0.0,neg
3716,This made me emotional  thank you Bom for coming back ❤️ #2ne1FOUREVER,0.4767,0.0,0.709,0.291,pos
3717,I ain't gonna lie I started tearing up when she started singing  I miss 2NE1 ,-0.1531,0.127,0.873,0.0,neg
3718,Bom teaching new gen the importance  of pure vocals.,0.3612,0.0,0.762,0.238,pos
3719,The best voice ! I'm whipped for her !,0.6988,0.0,0.556,0.444,pos
3720,I'm in TEARSSSSSS,0.0,0.0,1.0,0.0,neu
3721,"WHYYY IM CRYINGGG
Finally Bomie gained her confident again ",0.7003,0.0,0.547,0.453,pos
3722,I’m crying ,-0.4767,0.756,0.244,0.0,neg
3723,And then I cried ..... I miss 2ne1 so much,-0.4939,0.412,0.588,0.0,neg
3724,"Park bom voice is my favorite in the Kpop industry, its very unique, no need for auto tune.",0.1335,0.115,0.745,0.14,pos
3725,Can't believe Park Bom got such a low score on queendom!,-0.3382,0.21,0.79,0.0,neg
3726,"Miss this song of her,love it very much,listening to it keep reminding me of 2ne1 ",-0.1531,0.103,0.897,0.0,neg
3727,im crying watching this :( queen,-0.7184,0.6,0.4,0.0,neg
3728,i miss 2ne1  park bom love u ,0.5574,0.182,0.341,0.477,pos
3729,Tears out and I m cry after the light off then choir out. The voice so warm in my heart. SO TOUCHING. FOUREVER 2NE1,-0.363,0.189,0.717,0.094,neg
3730,i feel hope when i hear her voice,0.4404,0.0,0.633,0.367,pos
3731,I miss 2NE1 more now that I'm watching Park Bom in queendom )':,-0.5574,0.315,0.685,0.0,neg
3732,My queen ,0.0,0.0,1.0,0.0,neu
3733,Park Bom can snore and still sounds amazing.,0.5859,0.0,0.648,0.352,pos
3734,Omg this has more views than 4:44 already! Keep streaming!,0.0,0.0,1.0,0.0,neu
3735,i started to follow queendom because of Park Bom but i ended up watching all performances from the others too! they are awesome!,0.8039,0.0,0.762,0.238,pos
3736,Damn it BoM! I ❣ you a lot. I respect you a lot! You are so brave!,0.7679,0.135,0.449,0.416,pos
3737,"queendom please please bring 2ne1
back for the last ep",0.5574,0.0,0.635,0.365,pos
3738,crying for the entire video. i miss Bommie. i miss minzy. i miss CL. i miss Dara. i miss 2ne1 #foreverBlackJack,-0.7964,0.526,0.474,0.0,neg
3739,Omg nostalga  your voice is still amazing. Legend.  fighting.!,0.6239,0.0,0.662,0.338,pos
3740,"I love you, Bom! Always a blackjack.. ",0.6696,0.0,0.471,0.529,pos
3741,Miss u bomieeee ❤❤❤,-0.1531,0.444,0.556,0.0,neg
3742,Im cryiiiiiingggggg..... ,0.0,0.0,1.0,0.0,neu
3743,i cant with this.  I cried,-0.4588,0.5,0.5,0.0,neg
3744,Her voice is so unique and beautiful. Wow,0.8387,0.0,0.43,0.57,pos
3745,"WHERE MY CO BLACKJACKS AT???
Raise your Hand!!!!! ",0.0,0.0,1.0,0.0,neu
3746,Chorando aqui!! Essa música marcou minha adolescência!! É tão bom ver a Bom performando novamente ela é tão perfeita!! ,0.0,0.0,1.0,0.0,neu
3747,i m tearing up aswell,0.0,0.0,1.0,0.0,neu
3748,Honestly. She's so different from A LOT of new artists and IM IN LOVE WITH THAT. It's so special to her. Her voice and everything. It sounds so youthful and yet filled with....ugh i dont know how to explain it. I haven't really seen much of her singing but it's precious.,0.9225,0.0,0.751,0.249,pos
3749,Uff que recuerdos bonitos me trae esa canción <3 ojala y gané mi reina <3,0.7003,0.0,0.674,0.326,pos
3750,parkbom you are so beautiful ,0.7177,0.0,0.445,0.555,pos
3751,2ne1 reunion plsss ,0.0,0.0,1.0,0.0,neu
3752,❤️❤️❤️,0.0,0.0,1.0,0.0,neu
3753,Up up up park bom no 1 ,-0.296,0.306,0.694,0.0,neg
3754,SHE IS ALREADY THE QUEEN EVEN BEFORE THIS WHOLE QUEENDOM THING!,0.0,0.0,1.0,0.0,neu
3755,"〒_〒 my heart 
Bomieyahhhh. .  
2ne1",0.0,0.0,1.0,0.0,neu
3756,Blackjacks unamonos para dar apoyo a bomi <3,0.4404,0.0,0.674,0.326,pos
3757,以前喜歡2ne1 就是因為朴春的聲音,0.0,0.0,1.0,0.0,neu
3758,"=
Todos os grupos foram incríveis,mas eu realmente não consigo aceitar que essa performance,apesar de simples,ganhou o 5° lugar apenas,sinto q a Bom merece mais ❤️",0.0,0.0,1.0,0.0,neu
3759,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0.0,0.0,1.0,0.0,neu
3760,"I always play 2nd gen song in my shop/store. I love this song so much, I repeat it too often. Youngsters walking by always like what Kpop is that? Like hello its Queen Bom",0.891,0.0,0.699,0.301,pos
3761,She is literally like the saviour of kpop with all the choir in the background,0.3612,0.0,0.848,0.152,pos
3762,"this performance performance is emotional not just for park bom but also to all blackjacks, im not crying u are",0.5619,0.0,0.786,0.214,pos
3763,"=
OMG I'M CRYING :'( SHE IS ALWAYS LEGEND MAIN VOCAL!!!",-0.8364,0.497,0.503,0.0,neg
3764,Newer kpop fans don’t know how we feel about our queens,0.0,0.0,1.0,0.0,neu
3765,"No one can replace her
Also 2ne1",-0.296,0.268,0.732,0.0,neg
3766,"=
If Park Bom becomes invited in MAMA this year, I bet she'll bring other 2ne1 sisters.",0.0,0.0,1.0,0.0,neu
3767,she's so brave to stand alone in this stage singing that song which has so many memories attached to it. i hope we can witnessed another comeback this year. in 2019 she appeared more than in yg years,0.6801,0.047,0.798,0.155,pos
3768,"=
Let’s face it we all cried through this!! She’s coming out on top (regardless if she wins or not). 2019 is BOM’s year!!",0.6209,0.089,0.683,0.228,pos
3769,I do miss my high school life and miss 2ne1 so much  Thanks Park Bom for this amazing show.,0.7564,0.129,0.563,0.309,pos
3770,this performance brought tears to my eyes. fighting bom!,-0.5707,0.401,0.599,0.0,neg
3771,She is thier sunbaenim who everyone should proud of her. Her voice no one can replace! Her performance always amazing! I imagine everyday if oneday I can see 2ne1 performance again. Ah~ my tears,0.658,0.104,0.707,0.189,pos
3772,Queen bom deserve everything in this world.. I'm a sone and I'm gettin emotional watching this performance ,0.1531,0.0,0.904,0.096,pos
3773,パフォーマンスに感動してるわけじゃないよね、、、顔の変化が酷過ぎて悲しくなってしまう、、、豊胸も、やり過ぎだよ、、。,0.0,0.0,1.0,0.0,neu
3774,"Nostalgia.. this song won best digital single in MAMA 2010. Feels so proud, not to mention they bagged 2 daesang, album & artist of the year plus female group award and best music vid. Miss my 2ne1 ajummas  legends.",0.9638,0.031,0.594,0.375,pos
3775,Finally she is getting the attention she deserves becus she freaking deserve this !!! park BOM YOU DESERVE IT,-0.5684,0.17,0.83,0.0,neg
3776,"Hwasa  back to her high school
Me in my mother womb",0.0,0.0,1.0,0.0,neu
3777,I really wanttt 2ne1 to be together please makee it happen mnet,0.3182,0.0,0.813,0.187,pos
3778,Teary-eyed T_T Hearing her sing this really makes me reminisce 2NE1 and miss them real hard .,-0.25,0.176,0.824,0.0,neg
3779,LIKE  if your still watching this video on repeat,0.4995,0.0,0.712,0.288,pos
3780,I feel like she really put all her heart into this one and I can see the audience and other idols we’re touched and I was crying like a baby !!! I miss 2ne1!!!,0.3544,0.131,0.697,0.172,pos
